ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
303041;NA;NA;NA;NA;SIM Blocked. Awaiting PUK;SIM bloqueada. Esperando PUK;NA;;NA;NA;NA;NA;NA;NA
303042;NA;NA;NA;NA;SIM Permanently Blocked;SIM bloqueada permanentemente.;NA;;NA;NA;NA;NA;NA;NA
303043;NA;NA;NA;NA;SIM Card Not Present;No hay SIM;NA;;NA;NA;NA;NA;NA;NA
303044;NA;NA;NA;NA;SIM Card Invalid;SIM no válida;NA;;NA;NA;NA;NA;NA;NA
303045;NA;NA;NA;NA;PUK;PUK;NA;;NA;NA;NA;NA;NA;NA
303046;NA;NA;NA;NA;PIN;PIN;NA;;NA;NA;NA;NA;NA;NA
303047;NA;NA;NA;NA;Display PIN;Mostrar PIN;NA;;NA;NA;NA;NA;NA;NA
303048;NA;NA;NA;NA;Save PIN;Guardar PIN;NA;;NA;NA;NA;NA;NA;NA
303049;NA;NA;NA;NA;Reset PIN;Resetear PIN;NA;;NA;NA;NA;NA;NA;NA
303050;NA;NA;NA;NA;The PIN you entered is incorrect. Please enter the correct PIN. You have %s attempt(s) left.;El PIN introducido es incorrecto. Por favor introduzca el PIN correcto. Quedan %s intentos.;NA;;NA;NA;NA;NA;NA;NA
303051;NA;NA;NA;NA;Your SIM has been blocked. Please enter the PUK to unblock the SIM.;Su SIM ha sido bloqueada. Por favor introduzca el PUK para desbloquear su SIM.;NA;;NA;NA;NA;NA;NA;NA
303052;NA;NA;NA;NA;The PUK you entered is incorrect. Please enter the correct PUK. You have %s attempt(s) left.;El PUK introducido es incorrecto. Por favor introduzca el PUK correcto. Quedan %s intentos.;NA;;NA;NA;NA;NA;NA;NA
303053;NA;NA;NA;NA;Your SIM has been permanently blocked. Contact Vodafone for more support.;Su SIM ha sido bloqueada permanentemente. Contacte con Vodafone para obtener soporte.;NA;;NA;NA;NA;NA;NA;NA
303054;NA;NA;NA;NA;The PIN has been reset successfully.;El PIN ha sido reseteado con éxito.;NA;;NA;NA;NA;NA;NA;NA
303055;NA;NA;NA;NA;New PIN;Nuevo PIN;NA;;NA;NA;NA;NA;NA;NA
303056;NA;NA;NA;NA;Confirm PIN;Confirme el PIN;NA;;NA;NA;NA;NA;NA;NA
304001;NAT;NAT;NAT;NAT;NAT;NAT;NAT;;NAT;NAT;NAT;NAT;NAT;NAT
304002;Network Address Translation (NAT) allows multiple users at your local site to access the Internet through a single public IP address or multiple public IP addresses. NAT can also prevent hacker attacks by mapping local addresses to public addresses for key services such as the Web or FTP.;NAT (Network Address Translation) ermöglicht mehreren Nutzern, gleichzeitig auf das Internet über eine oder mehrere öffentliche IP-Adressen zuzugreifen. Außerdem kann NAT Hacker-Angriffe verhindern, indem lokale IP-Adressen auf öffentliche Adressen umgewandelt werden.;NAT (Network Address Translation) ile, birden fazla kullanıcının bir veya birden fazla genel IP adresi üzerinden aynı zamanda internete erişmesi mümkündür. NAT ayrıca, yerel IP adresleri genel adreslere dönüştürerek hacker saldırılarını engelleyebilir.;Network Address Translation (NAT) allows multiple users at your local site to access the Internet through a single public IP address or multiple public IP addresses. NAT can also prevent hacker attacks by mapping local addresses to public addresses for key services such as the Web or FTP.;Network Address Translation (NAT) allows multiple users at your local site to access the Internet through a single public IP address or multiple public IP addresses. NAT can also prevent hacker attacks by mapping local addresses to public addresses for key services such as the Web or FTP.;Network Address translation (NAT) permite a varios usuarios de su red local acceder a Internet a través de una única dirección IP pública o varias direcciones IP públicas. NAT también puede prevenir ataques de hackers mediante la asignación de las direcciones locales a direcciones públicas para los servicios clave, tales como la Web o FTP.;Network Address Translation (NAT) allows multiple users at your local site to access the Internet through a single public IP address or multiple public IP addresses. NAT can also prevent hacker attacks by mapping local addresses to public addresses for key services such as the Web or FTP.;;NAT (Network Address Translation) ermöglicht mehreren Nutzern, gleichzeitig auf das Internet über eine oder mehrere öffentliche IP-Adressen zuzugreifen. Außerdem kann NAT Hacker-Angriffe verhindern, indem lokale IP-Adressen auf öffentliche Adressen umgewandelt werden.;Network Address Translation (NAT) allows multiple users at your local site to access the Internet through a single public IP address or multiple public IP addresses. NAT can also prevent hacker attacks by mapping local addresses to public addresses for key services such as the Web or FTP.;NAT (Network Address Translation) ile, birden fazla kullanıcının bir veya birden fazla genel IP adresi üzerinden aynı zamanda internete erişmesi mümkündür. NAT ayrıca, yerel IP adresleri genel adreslere dönüştürerek hacker saldırılarını engelleyebilir.;NAT (Network Address Translation) ermöglicht mehreren Nutzern, gleichzeitig auf das Internet über eine oder mehrere öffentliche IP-Adressen zuzugreifen. Außerdem kann NAT Hacker-Angriffe verhindern, indem lokale IP-Adressen auf öffentliche Adressen umgewandelt werden.;Network Address Translation (NAT) allows multiple users at your local site to access the Internet through a single public IP address or multiple public IP addresses. NAT can also prevent hacker attacks by mapping local addresses to public addresses for key services such as the Web or FTP.;Network Address Translation (NAT) allows multiple users at your local site to access the Internet through a single public IP address or multiple public IP addresses. NAT can also prevent hacker attacks by mapping local addresses to public addresses for key services such as the Web or FTP.
304003;NAT Function;NAT-Funktion;NAT fonksiyonu;NAT Function;NAT Function;Función NAT;NAT Function;;NAT-Funktion;NAT Function;NAT fonksiyonu;NAT-Funktion;NAT Function;NAT Function
305001;Port Mapping;Port-Mapping;Port Mapping;Port Mapping;Port Mapping;Redirección de Puertos;Port Mapping;;Port-Mapping;Port Mapping;Port Mapping;Port-Mapping;Port Mapping;Port Mapping
305002;Port mapping allows remote computers to connect to a specific device within a private LAN;Über ein Port-Mapping können Verbindungen aus dem Internet auf die EasyBox an Geräte im LAN automatisch weitergeleitet werden. ;Bir Port-Mapping üzere, Internet bağlantıları otomatik LAN üzere iletilir.;Port mapping allows remote computers to connect to a specific device within a private LAN;Port mapping allows remote computers to connect to a specific device within a private LAN;La redirección de puertos permite que los equipos remotos se conecten a un dispositivo específico dentro de una LAN privada;Port mapping allows remote computers to connect to a specific device within a private LAN;;Über ein Port-Mapping können Verbindungen aus dem Internet auf Ihre EasyBox an Geräte in Ihrem Heimnetzwerk automatisch weitergeleitet werden. ;Port mapping allows remote computers to connect to a specific device within your private network.;Bir Port-Mapping üzere, Internet bağlantıları otomatik LAN üzere iletilir.;Über ein Port-Mapping können Verbindungen aus dem Internet auf Ihre EasyBox an Geräte in Ihrem Heimnetzwerk automatisch weitergeleitet werden. ;Port mapping allows remote computers to connect to a specific device within your private network.;Port mapping allows remote computers to connect to a specific device within your private network.
305003;No.;Nr. ;No. ;No.;No.;No.;No.;;Nr. ;No.;No. ;Nr. ;No.;No.
305004;LAN IP;LAN-IP-Adresse;LAN IP adresi;LAN IP;LAN IP;LAN IP;LAN IP;;Lokale IP-Adresse;Local IP Address;LAN IP adresi;Lokale IP-Adresse;Local IP Address;Local IP Address
305005;Protocol;Protokoll;Protokol;Protocol;Protocol;Protocolo;Protocol;;Protokoll;Protocol;Protokol;Protokoll;Protocol;Protocol
305006;LAN Port;LAN-Port;LAN portu;LAN Port;LAN Port;Puerto LAN;LAN Port;;Lokaler Port;Local Port;LAN portu;Lokaler Port;Local Port;Local Port
305007;Public Port;Öffentlicher Port;Genel port;Public Port;Public Port;Puerto público;Public Port;;Öffentlicher Port;Public Port;Genel port;Öffentlicher Port;Public Port;Public Port
305008;"More than one Public Port can be specified, including individual ports or port ranges. For example: ""100-150"", ""25,110,80"", or ""25-100,80"".";"Sie können einen oder mehrere Ports oder auch Port-Bereiche konfigurieren. Zum Beispiel: ""100-150"", ""25, 110, 80"", oder ""25-100, 80"".";"Hem birden fazla genel portun hem de özel portların veya port aralıklarının belirlenmesi mümkündür. Örneğin: ""100-150"", ""25, 110, 80"", veya ""25-100, 80"".";"More than one Public Port can be specified, including individual ports or port ranges. For example: ""100-150"", ""25,110,80"", or ""25-100,80"".";"More than one Public Port can be specified, including individual ports or port ranges. For example: ""100-150"", ""25,110,80"", or ""25-100,80"".";"Más de un puerto público se puede especificar, incluidos los puertos individuales o rangos de puertos. Por ejemplo: ""100-150"", ""25,110,80"", o ""25-100,80"".";"More than one Public Port can be specified, including individual ports or port ranges. For example: ""100-150"", ""25,110,80"", or ""25-100,80"".";;"Sie können einen oder mehrere Ports oder auch Port-Bereiche konfigurieren. Zum Beispiel: ""100-150"", ""25, 110, 80"", oder ""25-100, 80"".";"More than one Public Port can be specified, including individual ports or port ranges. For example: ""100-150"", ""25,110,80"", or ""25-100,80"".";"Hem birden fazla genel portun hem de özel portların veya port aralıklarının belirlenmesi mümkündür. Örneğin: ""100-150"", ""25, 110, 80"", veya ""25-100, 80"".";"Sie können einen oder mehrere Ports oder auch Port-Bereiche konfigurieren. Zum Beispiel: ""100-150"", ""25, 110, 80"", oder ""25-100, 80"".";"More than one Public Port can be specified, including individual ports or port ranges. For example: ""100-150"", ""25,110,80"", or ""25-100,80"".";"More than one Public Port can be specified, including individual ports or port ranges. For example: ""100-150"", ""25,110,80"", or ""25-100,80""."
305009;Add Port Mapping ;Port-Mapping hinzufügen;Port-Mapping kuralı ekle;Add Port Mapping ;Add Port Mapping ;Añadir asignación de puertos;Add Port Mapping ;;Port-Mapping hinzufügen;Add Port Mapping ;Port-Mapping kuralı ekle;Port-Mapping hinzufügen;Add Port Mapping ;Add Port Mapping 
305010;Edit Port Mapping ;Port-Mapping ändern;Port-Mapping kuralını değiştir;Edit Port Mapping ;Edit Port Mapping ;Editar asignación de puertos;Edit Port Mapping ;;Port-Mapping ändern;Edit Port Mapping ;Port-Mapping kuralını değiştir;Port-Mapping ändern;Edit Port Mapping ;Edit Port Mapping 
305011;Public Port Range;Öffentlicher Port-Bereich;Genel port aralığı;Public Port Range;Public Port Range;Rango de puertos públicos;Public Port Range;;Öffentlicher Port-Bereich;Public Port Range;Genel port aralığı;Öffentlicher Port-Bereich;Public Port Range;Public Port Range
305012;Private Port Range;Privater Port-Bereich;Özel port aralığı;Private Port Range;Private Port Range;Rango de puertos privados;Private Port Range;;Lokaler Port-Bereich;Local Port Range;Özel port aralığı;Lokaler Port-Bereich;Local Port Range;Local Port Range
305013;Device;Gerät;Cihazlar;Device;Device;Dispositivo;Device;;Gerät;Device;Cihazlar;Gerät;Device;Device
305014;IP Address Range End;IP-Addressbereich;IP adres aralığı;IP Address Range End;IP Address Range End;Fin de intervalo de direcciones IP;IP Address Range End;;IP-Addressbereich;IP Address Range End;IP adres aralığı;IP-Addressbereich;IP Address Range End;IP Address Range End
305015;No specific device;Kein spezielles Gerät;Özel bir cihaz yok;No specific device;No specific device;No hay dispositivo;No specific device;;Kein spezielles Gerät;No specific device;Özel bir cihaz yok;Kein spezielles Gerät;No specific device;No specific device
305016;Type;Art;Tür;Type;Type;Tipo;Type;;Art;Type;Tür;Art;Type;Type
305017;IP Address Range End;IP-Addressbereich Ende;IP adres aralığı sonu;IP Address Range End;IP Address Range End;Fin de intervalo de direcciones IP;IP Address Range End;;IP-Addressbereich Ende;IP Address Range End;IP adres aralığı sonu;IP-Addressbereich Ende;IP Address Range End;IP Address Range End
305018;IP Address Range Start;IP-Addressbereich Anfang;IP adres aralığı başlangıcı;IP Address Range Start;IP Address Range Start;Inicio de intervalo de direcciones IP;IP Address Range Start;;IP-Addressbereich Anfang;IP Address Range Start;IP adres aralığı başlangıcı;IP-Addressbereich Anfang;IP Address Range Start;IP Address Range Start
305019;Port ;Port;Port;Port ;Port ;Puerto;Port ;;Port;Port ;Port;Port;Port ;Port 
305020;Port range;Port-Bereich;Port Menzil;Port range;Port range;Intervalo de puertos;Port range;;Port-Bereich;Port range;Port Menzil;Port-Bereich;Port range;Port range
305021;The two port ranges need to have the same size.;Die Port-Bereiche müssen die gleiche Größe haben.;Bu iki port aralığı birbirine uymuyor;The two port ranges need to have the same size.;The two port ranges need to have the same size.;Los dos rangos de puertos deben tener el mismo tamaño.;The two port ranges need to have the same size.;;Die Port-Bereiche müssen die gleiche Größe haben.;The two port ranges need to have the same size.;Bu iki port aralığı birbirine uymuyor;Die Port-Bereiche müssen die gleiche Größe haben.;The two port ranges need to have the same size.;The two port ranges need to have the same size.
305022;No port mapping defined;Kein Port-Mapping konfiguriert;Port-Mapping belirlenmedi;No port mapping defined;No port mapping defined;No hay asignación de puertos definida;No port mapping defined;;Kein Port-Mapping konfiguriert;No port mapping defined;Port-Mapping belirlenmedi;Kein Port-Mapping konfiguriert;No port mapping defined;No port mapping defined
305023;This port mapping rule is invalid due to a change to the LAN subnet.;Diese Port-Mapping ist aufgrund einer Änderung im LAN Subnetz ungültig. ;Bu Port-Mapping kuralı LAN Subnet´nen kulanılamaz;This port mapping rule is invalid due to a change to the LAN subnet.;This port mapping rule is invalid due to a change to the LAN subnet.;Esta regla de asignación de puertos no es válida debido a un cambio en la subred LAN.;This port mapping rule is invalid due to a change to the LAN subnet.;;Das LAN-Subnetz wurde geändert, daher ist dieses Port-Mapping nicht mehr gültig.;This port mapping rule is invalid due to a change of LAN subnet.;Bu Port-Mapping kuralı LAN Subnet´nen kulanılamaz;Das LAN-Subnetz wurde geändert, daher ist dieses Port-Mapping nicht mehr gültig.;This port mapping rule is invalid due to a change of LAN subnet.;This port mapping rule is invalid due to a change of LAN subnet.
305024;NA;NA;NA;NA;Port;Puerto;NA;;NA;NA;NA;NA;NA;NA
305025;NA;NA;NA;NA;Custom;Personalizado;Custom;;NA;NA;NA;NA;NA;NA
305026;NA;NA;NA;NA;Custom Service;Aplicación;NA;;NA;NA;NA;NA;NA;NA
305027;NA;NA;NA;NA;DMZ Host;DMZ Host;NA;;NA;NA;NA;NA;NA;NA
305028;NA;NA;NA;NA;DMZ Enabled;DMZ habilitado;NA;;NA;NA;NA;NA;NA;NA
305029;NA;NA;NA;NA;ALGs;ALG;NA;;NA;NA;NA;NA;NA;NA
305030;NA;NA;NA;NA;SIP;SIP;NA;;NA;NA;NA;NA;NA;NA
305031;NA;NA;NA;NA;H323;H323;NA;;NA;NA;NA;NA;NA;NA
305032;NA;NA;NA;NA;FTP;FTP;NA;;NA;NA;NA;NA;NA;NA
305033;NA;NA;NA;NA;L2TP;L2TP;NA;;NA;NA;NA;NA;NA;NA
305034;NA;NA;NA;NA;PPTP;PPTP;NA;;NA;NA;NA;NA;NA;NA
305035;NA;NA;NA;NA;IPSEC;IPSEC;NA;;NA;NA;NA;NA;NA;NA
305036;NA;NA;NA;NA;Port triggering;Port Triggering;Port Triggering;;NA;NA;NA;NA;NA;NA
305037;NA;NA;NA;NA;Select an application;Seleccione una aplicación;Select an application;;NA;NA;NA;NA;NA;NA
305038;NA;NA;NA;NA;Custom Application;Aplicación;NA;;NA;NA;NA;NA;NA;NA
305039;NA;NA;NA;NA;Trigger Port;Trigger Port;Trigger Port;;NA;NA;NA;NA;NA;NA
305040;NA;NA;NA;NA;Protocol;Protocolo;NA;;NA;NA;NA;NA;NA;NA
305041;NA;NA;NA;NA;Open Port;Abrir el puerto;Open Port;;NA;NA;NA;NA;NA;NA
305042;NA;NA;NA;NA;Port Forwarding;Redirección de puertos;Port Forwarding;;NA;NA;NA;NA;NA;NA
305043;NA;NA;NA;NA;Service Name;Nombre del servicio;Service Name;;NA;NA;NA;NA;NA;NA
305044;NA;NA;NA;NA;No port triggering rule defined;No hay una regla definida de Port Triggering;No port triggering rule defined;;NA;NA;NA;NA;NA;NA
305045;NA;NA;NA;NA;Add Port triggering Rule;Agregar regla de Port Triggering;Add Port triggering Rule;;NA;NA;NA;NA;NA;NA
305046;NA;NA;NA;NA;Edit Port triggering Rule;Editar regla de Port Triggering;Edit Port triggering Rule;;NA;NA;NA;NA;NA;NA
305047;NA;NA;NA;NA;Application Name;Nombre de aplicación;Application Name;;NA;NA;NA;NA;NA;NA
305048;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;NA;NA
305049;NA;NA;NA;NA;Trigger Protocol;Trigger Protocol;Trigger Protocol;;NA;NA;NA;NA;NA;NA
305050;NA;NA;NA;NA;Open Protocol;Abrir Protocolo;Open Protocol;;NA;NA;NA;NA;NA;NA
305051;NA;NA;NA;NA;The selected port cannot be configured as it is already in use. Please use a different port.;El puerto seleccionado ya está en uso. Use un puerto diferente.;NA;;NA;NA;NA;NA;NA;NA
305052;NA;NA;NA;NA;The selected port cannot be configured as it is reserved for internal usage. Please use a different port.;El puerto seleccionado está reservado para uso interno. Use un puerto diferente.;NA;;NA;NA;NA;NA;NA;NA
305053;NA;NA;NA;NA;NA;NA;NA;;Selected port(s) overlaps with push daemon port;Selected port(s) overlaps with push daemon port;Selected port(s) overlaps with push daemon port;NA;NA;Selected port(s) overlaps with push daemon port
305054;NA;NA;NA;NA;NA;NA;NA;;Sie müssen mindestens einen der gewählten Ports frei lassen (z.B. 49153 - 65535)!;You have to leave open at least one of your selected ports (i.e 49153 - 65535)!;You have to leave open at least one of your selected ports (i.e 49153 - 65535)!;NA;NA;You have to leave open at least one of your selected ports (i.e 49153 - 65535)!
306001;Exposed Host;Exposed Host;Exposed Host;Exposed Host;DMZ;DMZ;Exposed Host;;Exposed Host;Exposed Host;Exposed Host;Exposed Host;Exposed Host;Exposed Host
306002;If you have a local client PC that cannot run an Internet application properly from behind the NAT firewall, you can open the client to unrestricted two-way Internet access by defining a Virtual Exposed Host.;Wenn Sie einen lokalen PC haben, der eine Internetanwendung nicht fehlerfrei hinter einer NAT Firewall durchführen kann, haben Sie die Möglichkeit, diesem PC einen unbeschränkten Zugang zum Internet via Virtuellem Exposed Host zu erlauben.;Eğer bir NAT Firewall'un arkasında bir internet uygulamasını hatasız şekilde gerçekleştiremeyen yerel bilgisarayiniz varsa, bu biglisaraya sanal Exposed Host üzerinden kısıtlamasız internet erişimi izni verme imkanına sahipsiniz.;If you have a local client PC that cannot run an Internet application properly from behind the NAT firewall, you can open the client to unrestricted two-way Internet access by defining a Virtual Exposed Host.;If you have a local client PC that cannot run an Internet application properly from behind the NAT firewall, you can open the client to unrestricted two-way Internet access by defining a Virtual Exposed Host.;Si tiene un cliente local que no puede ejecutar una aplicación de Internet correctamente detrás del firewall NAT, puede habilitar el acceso sin restricciones activando el DMZ;If you have a local client PC that cannot run an Internet application properly from behind the NAT firewall, you can open the client to unrestricted two-way Internet access by defining a Virtual Exposed Host.;;Wenn Sie eine Internetanwendung haben, die nicht fehlerfrei hinter einer Firewall funktioniert, haben Sie hier die Möglichkeit, einem Gerät im Heimnetzwerk einen unbeschränkten Zugang zum Internet zu erlauben (Exposed Host).;If you have a local network device that cannot run an Internet application properly behind the firewall, you can allow unrestricted Internet access to the network device (Exposed Host).;Eğer bir NAT Firewall'un arkasında bir internet uygulamasını hatasız şekilde gerçekleştiremeyen yerel PC'niz varsa, bu PC'ye sanal Exposed Host üzerinden kısıtlamasız internet erişimi izni verme imkanına sahipsiniz.;Wenn Sie eine Internetanwendung haben, die nicht fehlerfrei hinter einer Firewall funktioniert, haben Sie hier die Möglichkeit, einem Gerät im Heimnetzwerk einen unbeschränkten Zugang zum Internet zu erlauben (Exposed Host).;If you have a local network device that cannot run an Internet application properly behind the firewall, you can allow unrestricted Internet access to the network device (Exposed Host).;If you have a local network device that cannot run an Internet application properly behind the firewall, you can allow unrestricted Internet access to the network device (Exposed Host).
306003;Exposed Host Function;Exposed Host Funktion;Exposed Host fonksiyonu;Exposed Host Function;DMZ Function;Función DMZ;Exposed Host Function;;Exposed Host Funktion;Exposed Host Function;Exposed Host fonksiyonu;Exposed Host Funktion;Exposed Host Function;Exposed Host Function
306004;One PC can be exposed to the Internet for two-way communications e.g. Internet gaming, video conferencing, or VPN connections. To use the Exposed Host, you must set a static IP address for that PC.;Ein PC kann als Exposed Host freigeschaltet werden, dazu müssen Sie hier eine statische IP-Adresse zuweisen.;Bir bilgisarayin Exposed Host olarak onaylanması mümkündür. Bunun için burada bir statik IP adresi tayin etmeniz gerekmektedir.;One PC can be exposed to the Internet for two-way communications e.g. Internet gaming, video conferencing, or VPN connections. To use the Exposed Host, you must set a static IP address for that PC.;One PC can be exposed to the Internet for two-way communications e.g. Internet gaming, video conferencing, or VPN connections. To use the Exposed Host, you must set a static IP address for that PC.;Un PC puede ser expuesto a Internet para comunicaciones bidireccionales, por ejemplo, Juegos en Internet, videoconferencia, o VPN. Para utilizarlo debe configurar una dirección IP estática para ese PC.;One PC can be exposed to the Internet for two-way communications e.g. Internet gaming, video conferencing, or VPN connections. To use the Exposed Host, you must set a static IP address for that PC.;;Wählen Sie hier die lokale IP-Adresse aus, die unbeschränkten Zugang zum Internet erhalten soll. Zusätzlich sollten Sie diese IP-Adresse als statische DHCP-Adresse für Ihr Gerät im Heimnetzwerk konfigurieren (unter Einstellungen/Netzwerk).;Choose the local IP address that should be exposed to Internet. Additionally you should configure this IP address as static DHCP address for your device (see Settings/Network).;Bir PC'nin Exposed Host olarak onaylanması mümkündür. Bunun için burada (sayfa Ayarlar/Network) bir statik IP adresi tayin etmeniz gerekmektedir.;Wählen Sie hier die lokale IP-Adresse aus, die unbeschränkten Zugang zum Internet erhalten soll. Zusätzlich sollten Sie diese IP-Adresse als statische DHCP-Adresse für Ihr Gerät im Heimnetzwerk konfigurieren (unter Einstellungen/Netzwerk).;Choose the local IP address that should be exposed to Internet. Additionally you should configure this IP address as static DHCP address for your device (see Settings/Network).;One PC can be exposed for two-way communication reachable from the public internet e.g. server applications. To use the exposed host, you must set a static IP address for that PC, an IP address on the PlusBox (Gateway) and an IP subnet mask.
306005;Public IP Address;Öffentliche IP-Adresse;Genel IP adresi;Public IP Address;Public IP Address;Dirección IP Pública;Public IP Address;;Öffentliche IP-Adresse;Public IP Address;Genel IP adresi;Öffentliche IP-Adresse;Public IP Address;Public IP Address
306006;IP Address;IP-Adresse;IP adresi;IP Address;IP Address;Dirección IP;IP Address;;Lokale IP-Adresse;Local IP Address;IP adresi;Lokale IP-Adresse;Local IP Address;Local IP Address
306007; Warning: By using the exposed host function you bypass the firewall of EasyBox. Please make sure that your computer is protected against attacks from internet.<br>The following ports will not be forwarded: %s.;Achtung: Wenn Sie die Exposed Host Funktion verwenden, umgehen Sie damit die Firewall der EasyBox. Stellen Sie sicher, dass Ihr Computer ausreichend gegen Angriffe aus dem Internet geschützt ist.<br>Die folgenden Ports werden nicht weiter geleitet: %s.;Uyarı: Exposed Host fonksiyonunu kullanırsanız, güvenlik duvarı iptal olur. Bilgisarayinız internetden gelen saldırılara karşı korunduğuna dikkat edin. <br>Bu bağlantılar iletilmiyor: %s; Warning: By using the exposed host function you bypass the firewall of EasyBox. Please make sure that your computer is protected against attacks from internet.<br>The following ports will not be forwarded: %s.; Warning: By using the exposed host function you bypass the firewall of your router. Please make sure that your computer is protected against attacks from internet.<br>The following ports will not be forwarded: %s.;"Advertencia: Utilizar la función DMZ elimina la protección del firewall del router. 
Por favor, asegúrese de que su equipo está protegido contra los ataques de Internet.
Los siguientes puertos no se reenviarán:%s."; Warning: By using the exposed host function you bypass the firewall of EasyBox. Please make sure that your computer is protected against attacks from internet.<br>The following ports will not be forwarded: %s.;;Achtung: Wenn Sie die Exposed Host Funktion verwenden, umgehen Sie damit die Firewall der EasyBox. Stellen Sie sicher, dass Ihr Computer ausreichend gegen Angriffe aus dem Internet geschützt ist.<br>Die folgenden Ports werden nicht weitergeleitet: %s.; Warning: By using the exposed host function you bypass the firewall of the EasyBox. Please make sure that your computer is protected against attacks from Internet.<br>The following ports will not be forwarded: %s.;Uyarı: Exposed Host fonksiyonunu kullanırsanız, güvenlik duvarı iptal olur. PC'nız internetden gelen saldırılara karşı korunduğuna dikkat edin. <br>Bu bağlantılar iletilmiyor: %s;Achtung: Wenn Sie die Exposed Host Funktion verwenden, umgehen Sie damit die Firewall der EasyBox. Stellen Sie sicher, dass Ihr Computer ausreichend gegen Angriffe aus dem Internet geschützt ist.<br>Die folgenden Ports werden nicht weitergeleitet: %s.; Warning: By using the exposed host function you bypass the firewall of the EasyBox. Please make sure that your computer is protected against attacks from Internet.<br>The following ports will not be forwarded: %s.; Warning: By using the exposed host function you bypass the firewall of the EasyBox. Please make sure that your computer is protected against attacks from Internet.<br>The following ports will not be forwarded: %s.
306008;NA;NA;NA;NA;NA;NA;NA;NA;Achtung: Wenn Sie die Exposed Host Funktion verwenden, umgehen Sie damit die Firewall der EasyBox. Stellen Sie sicher, dass Ihr Computer ausreichend gegen Angriffe aus dem Internet geschützt ist.;Warning: By using the exposed host function you bypass the firewall of EasyBox. Please make sure that your computer is protected against attacks from internet.;Uyarı: Exposed Host fonksiyonunu kullanırsanız, güvenlik duvarı iptal olur. Bilgisayarınızı internetden gelen saldırılara karşı koruduğunuzu dikkat ediniz.;NA;NA;Warning: By using the exposed host function you bypass the firewall of EasyBox. Please make sure that your computer is protected against attacks from internet.
306009;NA;NA;NA;NA;NA;NA;NA;NA;Zurücksetzen ist fehlgeschlagen;Reset Failed;Sıfırlama başarısız geçmiştir;NA;NA;Reset Failed
306010;NA;NA;NA;NA;NA;NA;NA;NA;Das Zurücksetzen zu den Standardeinstellungen ist fehlgeschlagen.;Resetting the page to the default settings wasn't successful.;Standart ayarlara geri yükleme başarıyla tamamlanamadı.;NA;NA;Resetting the page to the default settings wasn't successful.
308001;DNS;DNS;DNS;DNS;DNS;DNS;DNS;;DNS;DNS;DNS;DNS;DNS;DNS
308002;The DNS configuration is done automatically when you connect to the network. Alternatively you can make your own DNS configuration manually;Die DNS-Konfiguration erfolgt automatisch beim Verbindungsaufbau mit dem Netz. Alternativ können Sie hier eine eigene DNS-Konfiguration manuell vornehmen. ;DNS ayarları  internet bağlantınızla otomatik olarak alabilir veya kendiniz kolayca değiştirebilirsiniz.;The DNS configuration is done automatically when you connect to the network. Alternatively you can make your own DNS configuration manually;The DNS configuration is done automatically when you connect to the network. Alternatively you can make your own DNS configuration manually;La configuración de DNS se realiza automáticamente cuando se conecta a la red. Alternativamente, usted puede hacer su propia configuración de DNS de forma manual;The DNS configuration is done automatically when you connect to the network. Alternatively you can make your own DNS configuration manually;;Die DNS-Konfiguration erfolgt automatisch beim Verbindungsaufbau mit dem Netz. Alternativ können Sie hier eine eigene DNS-Konfiguration manuell vornehmen. ;The DNS configuration is done automatically when you connect to the network. Alternatively you can manually configure your own DNS settings.;DNS ayarları  internet bağlantınızla otomatik olarak alabilir veya kendiniz kolayca değiştirebilirsiniz.;Die DNS-Konfiguration erfolgt automatisch beim Verbindungsaufbau mit dem Netz. Alternativ können Sie hier eine eigene DNS-Konfiguration manuell vornehmen. ;The DNS configuration is done automatically when you connect to the network. Alternatively you can manually configure your own DNS settings.;The DNS configuration is done automatically when you connect to the network. Alternatively you can manually configure your own DNS settings.
308003;DNS configuration;DNS-Konfiguration;DNS ayarları;DNS configuration;DNS configuration;Configuración de DNS;DNS configuration;;DNS-Konfiguration;DNS configuration;DNS ayarları;DNS-Konfiguration;DNS configuration;DNS configuration
308004;automatically;Automatisch;Otomatik;automatically;automatically;automáticamente;automatically;;Automatisch;automatically;Otomatik;Automatisch;automatically;automatically
308005;manually;Manuell;kendi seçeceğim;manually;manually;manualmente;manually;;Manuell;manually;kendi seçeceğim;Manuell;manually;manually
308006;Domain Name Server (DNS) Address;IP-Adresse primärer DNS;DNS IP adresi;Domain Name Server (DNS) Address;Domain Name Server (DNS) Address;Dirección DNS ;Domain Name Server (DNS) Address;;IP-Adresse primärer DNS;Domain Name Server (DNS) Address;DNS IP adresi;IP-Adresse primärer DNS;Domain Name Server (DNS) Address;Domain Name Server (DNS) Address
308007;Secondary DNS Address (Optional);IP-Adresse sekundärer DNS (optional);İkinci DNS IP adresi (opsiyonel);Secondary DNS Address (Optional);Secondary DNS Address (Optional);Dirección DNS secundaria (opcional);Secondary DNS Address (Optional);;IP-Adresse sekundärer DNS (optional);Secondary DNS Address (optional);İkinci DNS IP adresi (opsiyonel);IP-Adresse sekundärer DNS (optional);Secondary DNS Address (optional);Secondary DNS Address (optional)
