700103;Invalid time range, to time should be greater than from time.;"Ungültiger Zeitbereich, Wert für ""bis"" muss größer sein als ""von""";"Geçersiz zaman aralığı, ""bitiş"" değeri ""başlangıç"" değerinden büyük olmak zorundadır";Invalid time range, to time should be greater than from time.;Invalid time range, to time should be greater than from time.;El rango de horas no válido. La hora 'hasta' debe ser mayor que la hora 'desde'.;Invalid time range, to time should be greater than from time.;;"Ungültiger Zeitbereich, Wert für ""bis"" muss größer sein als ""von""";Invalid time range, to time should be greater than from time.;"Geçersiz zaman aralığı, ""bitiş"" değeri ""başlangıç"" değerinden büyük olmak zorundadır";"Ungültiger Zeitbereich, Wert für ""bis"" muss größer sein als ""von""";Invalid time range, to time should be greater than from time.;Invalid time range, to time should be greater than from time.
700104;IP Address must belong to the Address Pool range;Die IP-Addresse muss zum Address-Bereich passen;IP adresi adres aralığına uymak zorundadır;IP Address must belong to the Address Pool range;IP Address must belong to the Address Pool range;Dirección IP debe pertenecer al rango de direcciones;IP Address must belong to the Address Pool range;;Die IP-Addresse muss zum Address-Bereich passen;IP Address must belong to the Address Pool range;IP adresi adres aralığına uymak zorundadır;Die IP-Addresse muss zum Address-Bereich passen;IP Address must belong to the Address Pool range;IP Address must belong to the Address Pool range
700105;LAN Port Range;LAN-Port Bereich;LAN port aralığı;LAN Port Range;LAN Port Range;Intervalo de puertos LAN;LAN Port Range;;LAN-Port Bereich;LAN Port Range;LAN port aralığı;LAN-Port Bereich;LAN Port Range;LAN Port Range
700106;N/A;Keine Angabe;Belirtilmedi;N/A;N/A;N / A;N/A;;Keine Angabe;N/A;Belirtilmedi;Keine Angabe;N/A;N/A
700107;No Connection;Keine Verbindung;Bağlantı yok;No Connection;No Connection;No hay conexión;No Connection;;Keine Verbindung;No Connection;Bağlantı yok;Keine Verbindung;No Connection;No Connection
700108;No folders here.;Hier keine Ordner;Burada klasör yok;No folders here.;No folders here.;No hay carpetas aquí.;No folders here.;;Hier keine Ordner;No folders here.;Burada klasör yok;Hier keine Ordner;No folders here.;No folders here.
700109;No Lines are Registered;Keine Verbindungen eingetragen;Herhangi bir bağlantı kayıtlı değil;No Lines are Registered;No Lines are Registered;No hay líneas registrados;No Lines are Registered;;Keine Verbindungen eingetragen;No Lines are Registered;Herhangi bir bağlantı kayıtlı değil;Keine Verbindungen eingetragen;No Lines are Registered;No Lines are Registered
700110;Normal WiFi is disabled;Normales WLAN ist deaktiviert;Normal WLAN devre dışı;Normal WiFi is disabled;Normal WiFi is disabled;WiFi normal está desactivada;Normal WiFi is disabled;;Normales WLAN ist deaktiviert;Normal WiFi is disabled;Normal WLAN devre dışı;Normales WLAN ist deaktiviert;Normal WiFi is disabled;Normal WiFi is disabled
700111;Number of records in %s1 cannot be less than %s2;Anzahl Aufzeichnungen in %s1 können nicht weniger als %s2 sein;%s1 içindeki kayıt sayısı %s2 'den az olamaz;Number of records in %s1 cannot be less than %s2;Number of records in %s1 cannot be less than %s2;Número de registros en %s1 no puede ser inferior a %s2;Number of records in %s1 cannot be less than %s2;;Anzahl Aufzeichnungen in %s1 können nicht weniger als %s2 sein;Number of records in %s1 cannot be less than %s2;%s1 içindeki kayıt sayısı %s2 'den az olamaz;Anzahl Aufzeichnungen in %s1 können nicht weniger als %s2 sein;Number of records in %s1 cannot be less than %s2;Number of records in %s1 cannot be less than %s2
700112;Number of records in %s1 cannot exceed %s2;Anzahl Aufzeichnungen in %s1 können nicht mehr als %s2 sein;%s1 içindeki kayıt sayısı %s2'den fazla olamaz;Number of records in %s1 cannot exceed %s2;Number of records in %s1 cannot exceed %s2;Número de registros en %s1 no puede superar los %s2;Number of records in %s1 cannot exceed %s2;;Anzahl Aufzeichnungen in %s1 können nicht mehr als %s2 sein;Number of records in %s1 cannot exceed %s2;%s1 içindeki kayıt sayısı %s2'den fazla olamaz;Anzahl Aufzeichnungen in %s1 können nicht mehr als %s2 sein;Number of records in %s1 cannot exceed %s2;Number of records in %s1 cannot exceed %s2
700113;Offline;Offline;Offline;Offline;Offline;Desconectado;Offline;;Offline;Offline;Offline;Offline;Offline;Offline
700114;Path;Pfad;Yol;Path;Path;Path;Path;;Pfad;Path;Yol;Pfad;Path;Path
700115;path;Pfad;Yol;path;path;path;path;;Pfad;path;Yol;Pfad;path;path
700116;Pin should be a number.;PIN muss eine Nummer sein;PIN kodu bir numara olmak zorundadır;Pin should be a number.;Pin should be a number.;Pin debe ser un número.;Pin should be a number.;;PIN muss eine Nummer sein;Pin should be a number.;PIN kodu bir numara olmak zorundadır;PIN muss eine Nummer sein;Pin should be a number.;Pin should be a number.
700117;Pin should not be empty.;PIN darf nicht leer sein;PIN kodu boş olamaz;Pin should not be empty.;Pin should not be empty.;Pin no puede estar vacío.;Pin should not be empty.;;PIN darf nicht leer sein;Pin should not be empty.;PIN kodu boş olamaz;PIN darf nicht leer sein;Pin should not be empty.;Pin should not be empty.
700118;Please provide valid display name for the folder;Bitte geben Sie einen gültigen Namen für den Ordner ein;Lütfen klasör için geçerli bir isim giriniz;Please provide valid display name for the folder;Please provide valid display name for the folder;Por favor, indique un nombre de visualización válida para la carpeta;Please provide valid display name for the folder;;Bitte geben Sie einen gültigen Namen für den Ordner ein;Please provide valid display name for the folder;Lütfen klasör için geçerli bir isim giriniz;Bitte geben Sie einen gültigen Namen für den Ordner ein;Please provide valid display name for the folder;Please provide valid display name for the folder
700119;Please wait ...;Bitte warten…;Lütfen bekleyiniz…;Please wait ...;Please wait ...;Por favor, espere ...;Please wait ...;;Bitte warten…;Please wait ...;Lütfen bekleyiniz…;Bitte warten…;Please wait ...;Please wait ...
700120;Please select at least one day for schedule;Bitte wählen Sie mindestens einen Tag für die Timerfunktion;Timer fonksiyonu için lütfen en az bir gün seçiniz;Please select at least one day for schedule;Please select at least one day for schedule;Por favor, seleccione al menos un día para el horario;Please select at least one day for schedule;;Bitte wählen Sie mindestens einen Tag für die Timerfunktion;Please select at least one day for schedule;Timer fonksiyonu için lütfen en az bir gün seçiniz;Bitte wählen Sie mindestens einen Tag für die Timerfunktion;Please select at least one day for schedule;Please select at least one day for schedule
700121;Port must be a value between 1 and 65535;Port muss ein Wert zwischen 1 und 65535 sein;Port, 1 ile 65535 arasında bir değer olmak zorundadır;Port must be a value between 1 and 65535;Port must be a value between 1 and 65535;Puerto debe ser un valor entre 1 y 65535;Port must be a value between 1 and 65535;;Port muss ein Wert zwischen 1 und 65535 sein;Port must be a value between 1 and 65535;Port, 1 ile 65535 arasında bir değer olmak zorundadır;Port muss ein Wert zwischen 1 und 65535 sein;Port must be a value between 1 and 65535;Port must be a value between 1 and 65535
700122;Port Range;Port Bereich;Port aralığı;Port Range;Port Range;Intervalo de puertos;Port Range;;Port Bereich;Port Range;Port aralığı;Port Bereich;Port Range;Port Range
700123;Provide some outgoing numbers to block or disable outgoing number blocking;Geben Sie einige Rufnummern an, um diese zu sperren;Engellemek için bazı telefon numaraları giriniz;Provide some outgoing numbers to block or disable outgoing number blocking;Provide some outgoing numbers to block or disable outgoing number blocking;Proporcionar algunos números salientes a bloquear o deshabilitar número saliente de bloqueo;Provide some outgoing numbers to block or disable outgoing number blocking;;Geben Sie einige Rufnummern an, um diese zu sperren;Provide some outgoing numbers to block or disable outgoing number blocking;Engellemek için bazı telefon numaraları giriniz;Geben Sie einige Rufnummern an, um diese zu sperren;Provide some outgoing numbers to block or disable outgoing number blocking;Provide some outgoing numbers to block or disable outgoing number blocking
700124;Public port overlap detected;Überlappung der öffentlichen Ports erkannt;Açık portlarda fazla kullanım tespit edildi;Public port overlap detected;Public port overlap detected;Superposición de puertos públicos detectado;Public port overlap detected;;Überlappung der öffentlichen Ports erkannt;Public port overlap detected;Açık portlarda fazla kullanım tespit edildi;Überlappung der öffentlichen Ports erkannt;Public port overlap detected;Public port overlap detected
700125;Range;Bereich;Aralık;Range;Range;Rango;Range;;Bereich;Range;Aralık;Bereich;Range;Range
700126;Session expired;Sitzung abgelaufen;Oturum süresi doldu;Session expired;Session expired;La sesión ha expirado;Session expired;;Sitzung abgelaufen;Session expired;Oturum süresi doldu;Sitzung abgelaufen;Session expired;Session expired
700127;shared folders table;Tabelle gemensamer Ordner;Ortak klasörler tablosu;shared folders table;shared folders table;Tabla de carpetas compartidas;shared folders table;;Tabelle gemensamer Ordner;shared folders table;Ortak klasörler tablosu;Tabelle gemensamer Ordner;shared folders table;shared folders table
700128;Single;Einzelne;Tek;Single;Single;Único;Single;;Einzelne;Single;Tek;Einzelne;Single;Single
700129;Single IP Address or IP Range;Einzelne IP-Adresse oder IP-Bereich;Tek IP adresi veya IP aralığı;Single IP Address or IP Range;Single IP Address or IP Range;Única dirección IP o rango IP;Single IP Address or IP Range;;Einzelne IP-Adresse oder IP-Bereich;Single IP Address or IP Range;Tek IP adresi veya IP aralığı;Einzelne IP-Adresse oder IP-Bereich;Single IP Address or IP Range;Single IP Address or IP Range
700130;Single Port or Port Range;Einzelner Port oder Port-Bereich;Tek port veya port aralığı;Single Port or Port Range;Single Port or Port Range;Un solo puerto o rango de puertos;Single Port or Port Range;;Einzelner Port oder Port-Bereich;Single Port or Port Range;Tek port veya port aralığı;Einzelner Port oder Port-Bereich;Single Port or Port Range;Single Port or Port Range
700131;Some settings only visible in Expert Mode have been changed. To edit these, select Expert Mode.;Einige Einstellungen, die nur im Experten-Mode sichtbar sind, wurden durchgeführt. Um diese zu ändern, wechseln Sie bitte zum Experten-Mode;Sadece uzman modunda görülebilen bazı ayarlar gerçekleştirildi. Bunları değiştirmek için lütfen uzman moduna geçiniz.;Some settings only visible in Expert Mode have been changed. To edit these, select Expert Mode.;Some settings only visible in Expert Mode have been changed. To edit these, select Expert Mode.;Algunos ajustes sólo visibles en el modo experto se han cambiado. Para editarlos, seleccionar el modo experto.;Some settings only visible in Expert Mode have been changed. To edit these, select Expert Mode.;;Einige Einstellungen, die nur im Experten-Mode sichtbar sind, wurden durchgeführt. Um diese zu ändern, wechseln Sie bitte zum Experten-Mode;Some settings only visible in Expert Mode have been changed. To edit these, select Expert Mode.;Sadece uzman modunda görülebilen bazı ayarlar gerçekleştirildi. Bunları değiştirmek için lütfen uzman moduna geçiniz.;Einige Einstellungen, die nur im Experten-Mode sichtbar sind, wurden durchgeführt. Um diese zu ändern, wechseln Sie bitte zum Experten-Mode;Some settings only visible in Expert Mode have been changed. To edit these, select Expert Mode.;Some settings only visible in Expert Mode have been changed. To edit these, select Expert Mode.
700132;Start IP is greater than End IP;Start-IP ist höher als End-IP;Start IP değeri End IP değerinden daha yüksek;Start IP is greater than End IP;Start IP is greater than End IP;IP de inicio es mayor que la IP de fin;Start IP is greater than End IP;;Start-IP ist höher als End-IP;Start IP is greater than End IP;Start IP değeri End IP değerinden daha yüksek;Start-IP ist höher als End-IP;Start IP is greater than End IP;Start IP is greater than End IP
700133;Success;Erfolg;Başarı;Success;Success;Éxito;Success;;Erfolg;Success;Başarı;Erfolg;Success;Success
700134;The length of %s1 must be %s2 characters long.;Die Länge von %s1 muss %s2 Zeichen lang sein;%s1 uzunluğu %s2 karakter olmak zorundadır;The length of %s1 must be %s2 characters long.;The length of %s1 must be %s2 characters long.;La longitud de %s1 debe tener una longitud de %s2 caracteres.;The length of %s1 must be %s2 characters long.;;Die Länge von %s1 muss %s2 Zeichen lang sein;The length of %s1 must be %s2 characters long.;%s1 uzunluğu %s2 karakter olmak zorundadır;Die Länge von %s1 muss %s2 Zeichen lang sein;The length of %s1 must be %s2 characters long.;The length of %s1 must be %s2 characters long.
700135;The length of %s1 must be %s2 characters.;Die Länge von %s1 muss %s2 Zeichen sein;%s1 uzunluğu %s2 karakter olmak zorundadır;The length of %s1 must be %s2 characters.;The length of %s1 must be %s2 characters.;La longitud de %s1 debe ser de %s2 caracteres.;The length of %s1 must be %s2 characters.;;Die Länge von %s1 muss %s2 Zeichen sein;The length of %s1 must be %s2 characters.;%s1 uzunluğu %s2 karakter olmak zorundadır;Die Länge von %s1 muss %s2 Zeichen sein;The length of %s1 must be %s2 characters.;The length of %s1 must be %s2 characters.
700136;The length of %s1 must be between %s2 and %s3 characters.;Die Länge von %s1 muss zwischen %s2 und %s3 Zeichen liegen.;%s1 uzunluğu %s2 ile %s3 karakter arasında olmak zorundadır.;The length of %s1 must be between %s2 and %s3 characters.;The length of %s1 must be between %s2 and %s3 characters.;La longitud de %s1 debe estar entre %s2 y %s3 caracteres.;The length of %s1 must be between %s2 and %s3 characters.;;Die Länge von %s1 muss zwischen %s2 und %s3 Zeichen liegen.;The length of %s1 must be between %s2 and %s3 characters.;%s1 uzunluğu %s2 ile %s3 karakter arasında olmak zorundadır.;Die Länge von %s1 muss zwischen %s2 und %s3 Zeichen liegen.;The length of %s1 must be between %s2 and %s3 characters.;The length of %s1 must be between %s2 and %s3 characters.
700137;The pairing function is now locked as you have entered 10 invalid PINs. Click Change to generate a new PIN.;Die Pairing Funktion ist nun gesperrt, weil Sie 10 ungültige PINs eingegeben haben. Kliken Sie auf Ändern, um eine neue PIN zu generieren.;10 adet geçersiz PIN kodu girdiğiniz için Pairing fonksiyonu bloke olmuştur. Yeni bir PIN kodu oluşturmak için Değiştir'i tıklayınız.;The pairing function is now locked as you have entered 10 invalid PINs. Click Change to generate a new PIN.;The pairing function is now locked as you have entered 10 invalid PINs. Click Change to generate a new PIN.;La función de emparejamiento está bloqueada ya que ha introducido 10 PIN no válidos. Haga clic en Cambiar para generar un nuevo PIN.;The pairing function is now locked as you have entered 10 invalid PINs. Click Change to generate a new PIN.;;Die Pairing Funktion ist nun gesperrt, weil Sie 10 ungültige PINs eingegeben haben. Kliken Sie auf Ändern, um eine neue PIN zu generieren.;The pairing function is now locked as you have entered 10 invalid PINs. Click Change to generate a new PIN.;10 adet geçersiz PIN kodu girdiğiniz için Pairing fonksiyonu bloke olmuştur. Yeni bir PIN kodu oluşturmak için Değiştir'i tıklayınız.;Die Pairing Funktion ist nun gesperrt, weil Sie 10 ungültige PINs eingegeben haben. Kliken Sie auf Ändern, um eine neue PIN zu generieren.;The pairing function is now locked as you have entered 10 invalid PINs. Click Change to generate a new PIN.;The pairing function is now locked as you have entered 10 invalid PINs. Click Change to generate a new PIN.
700138;The passwords you entered do not match.;Die Passwörter stimmen nicht überein.;Girilen şifreler aynı değil.;The passwords you entered do not match.;The passwords you entered do not match.;Las contraseñas no coinciden.;The passwords you entered do not match.;;Die Passwörter stimmen nicht überein.;The passwords you entered do not match.;Girilen şifreler aynı değil.;Die Passwörter stimmen nicht überein.;The passwords you entered do not match.;The passwords you entered do not match.
700139;Unable to add same time interval to scheduler.;Es ist nicht möglich, den selben Intervall zum Timer hinzuzufügen;Timer fonksiyonuna aynı periyodu eklemek mümkün değildir;Unable to add same time interval to scheduler.;Unable to add same time interval to scheduler.;No se puede agregar mismo intervalo de tiempo para el planificador.;Unable to add same time interval to scheduler.;;Es ist nicht möglich, den selben Intervall zum Timer hinzuzufügen;Unable to add same time interval to scheduler.;Timer fonksiyonuna aynı periyodu eklemek mümkün değildir;Es ist nicht möglich, den selben Intervall zum Timer hinzuzufügen;Unable to add same time interval to scheduler.;Unable to add same time interval to scheduler.
700140;Unable to add the same %s1 to the %s2;Es ist nicht möglich, den selben %s1 zum %s2 hinzuzufügen;%s2 içine aynı  %s1 eklemek mümkün değildir;Unable to add the same %s1 to the %s2;Unable to add the same %s1 to the %s2;No se puede agregar el mismo %s1a %s2;Unable to add the same %s1 to the %s2;;Es ist nicht möglich, die selbe %s1 zur %s2 hinzuzufügen;Unable to add the same %s1 to the %s2;%s2 içine aynı %s1 eklemek mümkün değildir;Es ist nicht möglich, den selben %s1 zum %s2 hinzuzufügen;Unable to add the same %s1 to the %s2;Unable to add the same %s1 to the %s2
700141;Unable to add the same MAC address to the %s;Es ist nicht möglich, die selbe MAC-Addresse zum %s hinzuzufügen;%s içine aynı MAC adresi eklemek mümkün değildir;Unable to add the same MAC address to the %s;Unable to add the same MAC address to the %s;No se puede agregar la misma dirección MAC a %s;Unable to add the same MAC address to the %s;;Es ist nicht möglich, die selbe MAC-Addresse zum %s hinzuzufügen;Unable to add the same MAC address to the %s;%s içine aynı MAC adresi eklemek mümkün değildir;Es ist nicht möglich, die selbe MAC-Addresse zum %s hinzuzufügen;Unable to add the same MAC address to the %s;Unable to add the same MAC address to the %s
700142;Unknown;Unbekannt;Bilinmiyor;Unknown;Unknown;Desconocido;Unknown;;Unbekannt;Unknown;Bilinmiyor;Unbekannt;Unknown;Unknown
700143;Warning Message;Warnmeldung;Uyarı mesajı;Warning Message;Warning Message;Mensaje de advertencia;Warning Message;;Warnmeldung;Warning Message;Uyarı mesajı;Warnmeldung;Warning Message;Warning Message
700144;Your SMTP Server must be typed in the following format: smtp.example.com;Ihr SMTP Server muss in folgendem Format eingegeben werden: smtp.example.com;SMTP sunucunuz şu formatta girilecektir: smtp.example.com;Your SMTP Server must be typed in the following format: smtp.example.com;Your SMTP Server must be typed in the following format: smtp.example.com;Su servidor SMTP se debe escribir en el siguiente formato: smtp.example.com;Your SMTP Server must be typed in the following format: smtp.example.com;;Ihr SMTP Server muss in folgendem Format eingegeben werden: smtp.example.com;Your SMTP Server must be typed in the following format: smtp.example.com;SMTP sunucunuz şu formatta girilecektir: smtp.example.com;Ihr SMTP Server muss in folgendem Format eingegeben werden: smtp.example.com;Your SMTP Server must be typed in the following format: smtp.example.com;Your SMTP Server must be typed in the following format: smtp.example.com
700145;Invalid Address Pool Start IP;Ungültige erste IP des Address Pools;Adres havuzunun birinci IP'si geçersiz;Invalid Address Pool Start IP;Invalid Address Pool Start IP;Dirección no válida de IP de inicio;Invalid Address Pool Start IP;;Ungültige erste IP des Address Pools;Invalid Address Pool Start IP;Adres havuzunun birinci IP'si geçersiz;Ungültige erste IP des Address Pools;Invalid Address Pool Start IP;Invalid Address Pool Start IP
700146;Invalid Address Pool End IP;Ungültige letzte IP des Address Pools;Adres havuzunun son IP'si geçersiz;Invalid Address Pool End IP;Invalid Address Pool End IP;Dirección no válida de IP de fin;Invalid Address Pool End IP;;Ungültige letzte IP des Address Pools;Invalid Address Pool End IP;Adres havuzunun son IP'si geçersiz;Ungültige letzte IP des Address Pools;Invalid Address Pool End IP;Invalid Address Pool End IP
700147;The End IP must be larger than the Start IP;Die letzte IP muss größer sein als die erste IP;Son IP birinci IP'den büyük olmak zorundadır;The End IP must be larger than the Start IP;The End IP must be larger than the Start IP;La dirección IP de fin debe ser mayor que la dirección IP de inicio;The End IP must be larger than the Start IP;;Die letzte IP muss größer sein als die erste IP;The End IP must be larger than the Start IP;Son IP birinci IP'den büyük olmak zorundadır;Die letzte IP muss größer sein als die erste IP;The End IP must be larger than the Start IP;The End IP must be larger than the Start IP
700148;Invalid Port Number;Ungültige Port Nummer;Geçersiz port numarası;Invalid Port Number;Invalid Port Number;Número de puerto no válido;Invalid Port Number;;Ungültige Port Nummer;Invalid Port Number;Geçersiz port numarası;Ungültige Port Nummer;Invalid Port Number;Invalid Port Number
700149;Please enter a contact name;Bitte geben sie einen Namen für den Kontakt ein;Kişi için lütfen bir isim giriniz;Please enter a contact name;Please enter a contact name;Por favor introduzca un nombre de contacto;Please enter a contact name;;Bitte geben sie einen Namen für den Kontakt ein;Please enter a contact name;Kişi için lütfen bir isim giriniz;Bitte geben sie einen Namen für den Kontakt ein;Please enter a contact name;Please enter a contact name
700150;Invalid entry of phone number;Ungültige Eingabe der Rufnummer;Geçersiz telefon numarası;Invalid entry of phone number;Invalid entry of phone number;Entrada de número de teléfono no válido;Invalid entry of phone number;;Ungültige Eingabe der Rufnummer;Invalid entry of phone number;Geçersiz telefon numarası;Ungültige Eingabe der Rufnummer;Invalid entry of phone number;Invalid entry of phone number
700151;Please select a number type.;Bitte wählen Sie ein Kategorie für die Rufnummer;Lütfen telefon numarası için bir kategori seçiniz;Please select a number type.;Please select a number type.;Seleccione un tipo de número.;Please select a number type.;;Bitte wählen Sie ein Kategorie für die Rufnummer;Please select a number type.;Lütfen telefon numarası için bir kategori seçiniz;Bitte wählen Sie ein Kategorie für die Rufnummer;Please select a number type.;Please select a number type.
700152;Please select a contact name.;Bitte wählen Sie einen Namen für den Kontakt;Lütfen kişi için bir isim seçiniz;Please select a contact name.;Please select a contact name.;Por favor seleccione un nombre de contacto.;Please select a contact name.;;Bitte wählen Sie einen Namen für den Kontakt;Please select a contact name.;Lütfen kişi için bir isim seçiniz;Bitte wählen Sie einen Namen für den Kontakt;Please select a contact name.;Please select a contact name.
700153;Please enter a name for the greeting message.;Bitte wählen Sie einen Namen für den Ansagetext;Lütfen karşılama mesajı için bir isim seçiniz;Please enter a name for the greeting message.;Please enter a name for the greeting message.;Por favor, introduzca un nombre para el mensaje de bienvenida.;Please enter a name for the greeting message.;;Bitte wählen Sie einen Namen für den Ansagetext;Please enter a name for the greeting message.;Lütfen karşılama mesajı için bir isim seçiniz;Bitte wählen Sie einen Namen für den Ansagetext;Please enter a name for the greeting message.;Please enter a name for the greeting message.
700154;Username;Benutzername;Kullanıcı adı;Username;Username;Nombre de usuario;Username;;Benutzername;Username;Kullanıcı adı;Benutzername;Username;Username
700155;To establish a VPN connection, please generate a VPN client-certificate on the Certificates Page.;Um eine VPN-Verbindung aufzubauen, erstellen Sie bitte noch ein VPN Client-Zertifikat auf der Zertifikate-Seite.;Bir VPN'yi kullanmak için lütfen sertifika sayfasında ilkönce bir VPN sertifikası oluşturunuz.;To establish a VPN connection, please generate a VPN client-certificate on the Certificates Page.;To establish a VPN connection, please generate a VPN client-certificate on the Certificates Page.;Para establecer una conexión VPN, por favor genere un certificado cliente de VPN en la página de Certificados.;To establish a VPN connection, please generate a VPN client-certificate on the Certificates Page.;;Um eine VPN-Verbindung aufzubauen, erstellen Sie bitte noch ein VPN Client-Zertifikat auf der Zertifikate-Seite.;To establish a VPN connection, please generate a VPN client-certificate on the Certificates Page.;Bir VPN'yi kullanmak için lütfen sertifika sayfasında ilkönce bir VPN sertifikası oluşturunuz.;Um eine VPN-Verbindung aufzubauen, erstellen Sie bitte noch ein VPN Client-Zertifikat auf der Zertifikate-Seite.;To establish a VPN connection, please generate a VPN client-certificate on the Certificates Page.;To establish a VPN connection, please generate a VPN client-certificate on the Certificates Page.
700156;Subnet conflict between Guest network and Home network;Subnet Konflikt zwischen dem Gäste- und Heimnetzwerk.;Misafir ağ ile ev ağı arasında subnet çakışması.;Subnet conflict between Guest network and Home network;Subnet conflict between Guest network and Home network;Conflicto subred entre la red de invitado y la red doméstica;Subnet conflict between Guest network and Home network;;Subnet Konflikt zwischen dem Gäste- und Heimnetzwerk.;Subnet conflict between Guest network and Home network;Misafir ağ ile ev ağı arasında subnet çakışması.;Subnet Konflikt zwischen dem Gäste- und Heimnetzwerk.;Subnet conflict between Guest network and Home network;Subnet conflict between Guest network and Home network
700157;The EasyBox is busy at the moment. Please try again later.;Die EasyBox ist momentan nicht erreichbar. Bitte versuchen Sie es später noch einmal.;EasyBox cihazına şu anda ulaşılamıyor. Lütfen daha sonra tekrar deneyiniz.;The EasyBox is busy at the moment. Please try again later.;The router is busy at the moment. Please try again later.;El router está ocupado en este momento. Por favor inténtelo de nuevo más tarde.;The EasyBox is busy at the moment. Please try again later.;;Die EasyBox ist momentan nicht erreichbar. Bitte versuchen Sie es später noch einmal.;The EasyBox is busy at the moment. Please try again later.;EasyBox cihazına şu anda ulaşılamıyor. Lütfen daha sonra tekrar deneyiniz.;Die EasyBox ist momentan nicht erreichbar. Bitte versuchen Sie es später noch einmal.;The EasyBox is busy at the moment. Please try again later.;The PlusBox is busy at the moment. Please try again later.
700158;"The use of special characters (i.e. \""/) is not allowed.";"Die Eingabe von Sonderzeichen ist nicht möglich (z.B. \""/)";"Özel karakterler girilemez (örneğin \""/)";"The use of special characters (i.e. \""/) is not allowed.";"The use of special characters (i.e. \""/) is not allowed.";"No se permite el uso de caracteres especiales (es decir, \ ""/).";"The use of special characters (i.e. \""/) is not allowed.";;"Die Eingabe von Sonderzeichen ist nicht möglich (z.B. \""/)";"The use of special characters (i.e. \""/) is not allowed.";"Özel karakterler girilemez (örneğin \""/)";"Die Eingabe von Sonderzeichen ist nicht möglich (z.B. \""/)";"The use of special characters (i.e. \""/) is not allowed.";"The use of special characters (i.e. \""/) is not allowed."
700159;Invalid WPS PIN. The PIN should have 8 digits.;Ungültiger WPS PIN. Der PIN sollte aus 8 Zeichen bestehen.;Geçersiz WPS PIN kodu. PIN kodu 8 karakterden oluşmalıdır.;Invalid WPS PIN. The PIN should have 8 digits.;Invalid WPS PIN. The PIN should have 8 digits.;PIN WPS no válido. El PIN debe tener 8 dígitos.;Invalid WPS PIN. The PIN should have 8 digits.;;Ungültiger WPS PIN. Der PIN sollte aus 8 Zeichen bestehen.;Invalid WPS PIN. The PIN should have 8 digits.;Geçersiz WPS PIN kodu. PIN kodu 8 karakterden oluşmalıdır.;Ungültiger WPS PIN. Der PIN sollte aus 8 Zeichen bestehen.;Invalid WPS PIN. The PIN should have 8 digits.;Invalid WPS PIN. The PIN should have 8 digits.
700160;The IP pool must be the same subnet as the gateway IP.;Der IP-Pool muss aus dem gleichen Subnet bestehen wie die Gateway IP.;IP pool, gateway IP'si gibi aynı alt ağdan oluşmalıdır.;The IP pool must be the same subnet as the gateway IP.;The IP pool must be the same subnet as the gateway IP.;La dirección IP debe pertenecer a la misma subred que la IP de la puerta de enlace;The IP pool must be the same subnet as the gateway IP.;;Der IP-Pool muss aus dem gleichen Subnet bestehen wie die Gateway IP.;The IP pool must be the same subnet as the gateway IP.;IP pool, gateway IP'si gibi aynı alt ağdan oluşmalıdır.;Der IP-Pool muss aus dem gleichen Subnet bestehen wie die Gateway IP.;The IP pool must be the same subnet as the gateway IP.;The IP pool must be the same subnet as the gateway IP.
700161;Invalid ULA-Prefix.;Ungültiger ULA-Präfix.;Geçersiz ULA ön eki.;Invalid ULA-Prefix.;Invalid ULA-Prefix.;ULA-Prefix no válido;Invalid ULA-Prefix.;;Ungültiger ULA-Präfix.;Invalid ULA-Prefix.;Geçersiz ULA ön eki.;Ungültiger ULA-Präfix.;Invalid ULA-Prefix.;Invalid ULA-Prefix.
700162;Invalid Host-ID value.;Ungültige Host-ID. ;Geçersiz Host ID'si. ;Invalid Host-ID value.;Invalid Host-ID value.;Valor no válido de Host-ID.;Invalid Host-ID value.;;Ungültige Host-ID. ;Invalid Host-ID value.;Geçersiz Host ID'si. ;Ungültige Host-ID. ;Invalid Host-ID value.;Invalid Host-ID value.
700163;Invalid Gateway value.;Ungültiger Gateway.;Geçersiz gateway.;Invalid Gateway value.;Invalid Gateway value.;Valor de Gateway no válido.;Invalid Gateway value.;;Ungültiger Gateway.;Invalid Gateway value.;Geçersiz gateway.;Ungültiger Gateway.;Invalid Gateway value.;Invalid Gateway value.
700164;The LTE SIM-Card PIN has changed. Please continue to enter the LTE PIN.;Der PIN der SIM-Karte wurde geändert. Zur erneuten Eingabe bitte fortfahren.;SIM kartının PIN kodu değiştirildi. Tekrar girmek için devam ediniz.;The LTE SIM-Card PIN has changed. Please continue to enter the LTE PIN.;The LTE SIM-Card PIN has changed. Please continue to enter the LTE PIN.;El PIN de la tarjeta SIM ha cambiado. Por favor, introduzca el PIN ;The LTE SIM-Card PIN has changed. Please continue to enter the LTE PIN.;;Der PIN der SIM-Karte wurde geändert. Zur erneuten Eingabe bitte fortfahren.;The LTE SIM-Card PIN has changed. Please continue to enter the LTE PIN.;SIM kartının PIN kodu değiştirildi. Tekrar girmek için devam ediniz.;Der PIN der SIM-Karte wurde geändert. Zur erneuten Eingabe bitte fortfahren.;The LTE SIM-Card PIN has changed. Please continue to enter the LTE PIN.;The LTE SIM-Card PIN has changed. Please continue to enter the LTE PIN.
