ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
402011;No WiFi Schedule set.;Keine Zeitpläne definiert;WiFi zamanlama planı yok.;No WiFi Schedule set.;No WiFi Schedule set.;No se ha fijado programación de WiFi;No WiFi Schedule set.;;Keine Zeitpläne definiert;No WiFi Schedule set;WiFi zamanlama planı yok.;Keine Zeitpläne definiert;No WiFi Schedule set;No WiFi Schedule set
402012;Mon;Mo;Pzt;Mon;Mon;Lun;Mon;;Mo;Mon;Pzt;Mo;Mon;Mon
402013;Tue;Di;Sa;Tue;Tue;Mar;Tue;;Di;Tue;Sa;Di;Tue;Tue
402014;Wed;Mi;Ça;Wed;Wed;Mie;Wed;;Mi;Wed;Ça;Mi;Wed;Wed
402015;Thu;Do;Pe;Thu;Thu;Jue;Thu;;Do;Thu;Pe;Do;Thu;Thu
402016;Fri;Fr;Cu;Fri;Fri;Vie;Fri;;Fr;Fri;Cu;Fr;Fri;Fri
402017;Sat;Sa;Cmt;Sat;Sat;Sáb;Sat;;Sa;Sat;Cmt;Sa;Sat;Sat
402018;Sun;So;Pa;Sun;Sun;Dom;Sun;;So;Sun;Pa;So;Sun;Sun
402019;Disabled;ausgeschaltet;kapalı;Disabled;Disabled;Desactivado;Disabled;;ausgeschaltet;disabled;kapalı;ausgeschaltet;disabled;disabled
402020;Enabled;eingeschaltet;acık;Enabled;Enabled;Activado;Enabled;;eingeschaltet;enabled;acık;eingeschaltet;enabled;enabled
402021;Add WiFi Schedule;Zeitplan hinzufügen;Zamanlama ekle;Add WiFi Schedule;Add WiFi Schedule;Añadir Programación WiFi;Add WiFi Schedule;;Zeitplan hinzufügen;Add a new WiFi Schedule;Zamanlama ekle;Zeitplan hinzufügen;Add a new WiFi Schedule;Add a new WiFi Schedule
402022;Edit WiFi Schedule;Zeitplan einstellen;Zamanlamayı değiştir;Edit WiFi Schedule;Edit WiFi Schedule;Editar Programación WiFi;Edit WiFi Schedule;;Zeitplan einstellen;Edit a WiFi Schedule;Zamanlamayı değiştir;Zeitplan einstellen;Edit a WiFi Schedule;Edit a WiFi Schedule
402023;Time;Uhrzeit;Saat;Time;Time;Tiempo;Time;;Uhrzeit;Time;Saat;Uhrzeit;Time;Time
402024;During this time the WiFi is;Während dieser Zeit ist W-LAN;Şu süre içinde WiFi ağı;During this time the WiFi is;During this time the WiFi is;Durante este tiempo, el WiFi está;During this time the WiFi is;;Während dieser Zeit ist WLAN;During this time the WiFi is;Şu süre içinde WiFi ağı;Während dieser Zeit ist WLAN;During this time the WiFi is;During this time the WiFi is
402025;NA;NA;NA;NA;NA;NA;NA;NA;Status;Status;Durum;Status;Status;Status
402026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
403001;WPS;WPS;WPS;WPS;WPS;WPS;WPS;;WPS;WPS;WPS;WPS;WPS;WPS
403002;The WPS functions help you securely pair your WiFi devices automatically with the EasyBox. You can choose and configure the allowed security mechanisms below.;Die WPS-Funktion bietet die Möglichkeit, Ihre W-LAN Geräte automatisch und verschlüselt mit der EasyBox zu verbinden. Sie können zwischen verschiedenen WPS-Methoden auswählen.;WPS fonksiyonu ile, WiFi cihazlarınızı otomatik ve şifre korumalı olarak birbirine bağlayabilirsiniz. Burada ilgili ayarları yapılandırabilirsiniz.;The WPS functions help you securely pair your WiFi devices automatically with the EasyBox. You can choose and configure the allowed security mechanisms below.;The WPS functions help you securely pair your WiFi devices automatically with the router. You can choose and configure the allowed security mechanisms below.;Las funciones WPS le ayudan a conectar sus dispositivos Wi-Fi de forma automática con el router. ;The WPS functions help you securely pair your WiFi devices automatically with the EasyBox. You can choose and configure the allowed security mechanisms below.;;WPS bietet die Möglichkeit, Ihre WLAN-Geräte automatisch und verschlüsselt mit der EasyBox zu verbinden. Sie können zwischen verschiedenen WPS-Methoden auswählen.;Using WPS it is possible to easily connect wireless devices with EasyBox on an encrypted channel. Below, you can choose and configure different connection methods.;WPS fonksiyonu ile, WiFi cihazlarınızı otomatik ve şifre korumalı olarak birbirine bağlayabilirsiniz. Burada ilgili ayarları yapılandırabilirsiniz.;WPS bietet die Möglichkeit, Ihre WLAN-Geräte automatisch und verschlüsselt mit der EasyBox zu verbinden. Sie können zwischen verschiedenen WPS-Methoden auswählen.;Using WPS it is possible to easily connect wireless devices with EasyBox on an encrypted channel. Below, you can choose and configure different connection methods.;Using WPS it is possible to easily connect wireless devices with PlusBox on an encrypted channel. Below, you can choose and configure different connection methods.
403003;WPS Function;WPS-Funktion;WPS fonksiyonu;WPS Function;WPS Function;Función WPS;WPS Function;;WPS-Funktion;WPS Function;WPS fonksiyonu;WPS-Funktion;WPS Function;WPS Function
403004;Physical Button Activates Pairing (Long Press);W-LAN Taste am Gerät aktiviert WPS (Lange drücken);Cihazdaki WiFi butonu WPS'yi etkinleştirir (uzun süre basınız);Physical Button Activates Pairing (Long Press);Physical Button Activates Pairing (Long Press);Pulsar el botón activa el emparejamiento (pulsación larga);Physical Button Activates Pairing (Long Press);;Lange drücken der WLAN-Taste an der EasyBox aktiviert das Verbinden;Pressing WiFi on/off button on EasyBox for long time activates pairing;Cihazdaki WiFi butonu WPS'yi etkinleştirir (uzun süre basınız);If you deactivate the service on your EasyBox all devices will be disconnected and you will not be able to use the Vodafone WiFi service anymore.;Pressing WiFi on/off button on EasyBox for long time activates pairing;Pressing WiFi on/off button on PlusBox for long time activates pairing
403005;Guest WiFi is disabled;Gast W-LAN ist ausgeschaltet;Misafir WiFi kapalı;Guest WiFi is disabled;Guest WiFi is disabled;La red WiFi de invitados está deshabilitado;Guest WiFi is disabled;;Gast WLAN ist ausgeschaltet;Guest WiFi is disabled;Misafir WiFi kapalı;Gast WLAN ist ausgeschaltet;Guest WiFi is disabled;Guest WiFi is disabled
403006;Normal WiFi;W-LAN;Normal WiFi;Normal WiFi;Normal WiFi;WiFi normal;Normal WiFi;;Heim WLAN;Main WiFi;Ana WiFi;Heim WLAN;Main WiFi;Main WiFi
403007;Guest WiFi;Gast W-LAN;Misafir WiFi;Guest WiFi;Guest WiFi;WiFi de invitados;Guest WiFi;;Gast WLAN;Guest WiFi;Misafir WiFi;Gast WLAN;Guest WiFi;Guest WiFi
403008;Set Up Pairing;Einstellung WPS-Verbindung;WPS bağlantısı ayarı;Set Up Pairing;Set Up Pairing;Configuración de emparejamiento;Set Up Pairing;;Einstellung WPS-Verbindung;Set Up Pairing;WPS bağlantısı ayarı;Einstellung WPS-Verbindung;Set Up Pairing;Set Up Pairing
403009;WPS is used on;WPS wird angewendet auf;WiFi'ı seçiniz;WPS is used on;WPS is used on;WPS se usa en;WPS is used on;;WPS wird angewendet auf;WPS is applied to;WiFi'ı seçiniz;WPS wird angewendet auf;WPS is applied to;WPS is applied to
403010;Pairing Method;Verbindungsmethode;Bağlantı metodu;Pairing Method;Pairing Method;Método de emparejamiento;Pairing Method;;Verbindungsmethode;Pairing Method;Bağlantı metodu;Verbindungsmethode;Pairing Method;Pairing Method
403011;WPS-PBC:;WPS-PBC:;WPS-PBC:;WPS-PBC:;WPS-PBC:;WPS-PBC:;WPS-PBC:;;WPS-PBC:;WPS-PBC:;WPS-PBC:;WPS-PBC:;WPS-PBC:;WPS-PBC:
403012;Push button on devices;Taste am Gerät drücken;Cihazdaki butona basınız;Push button on devices;Push button on devices;Presione el botón en los dispositivos;Push button on devices;;Taste am Gerät drücken;Push Button on Device;Cihazdaki butona basınız;Taste am Gerät drücken;Push Button on Device;Push Button on Device
403013;WPS-PIN:;WPS-PIN:;WPS-PIN:;WPS-PIN:;WPS-PIN:;WPS-PIN:;WPS-PIN:;;WPS-PIN:;WPS-PIN:;WPS-PIN:;WPS-PIN:;WPS-PIN:;WPS-PIN:
403014;use PIN from another device;PIN eines anderen Gerätes nutzen;Başka bir cihazın PIN kodunu kullan;use PIN from another device;use PIN from another device;utilizar PIN de otro dispositivo;use PIN from another device;;Ein anderes Gerät stellt die PIN zur Verfügung;Another Device provides PIN;Başka bir cihazın PIN kodunu kullan;Ein anderes Gerät stellt die PIN zur Verfügung;Another Device provides PIN;Another Device provides PIN
403015;WPS-REG procedure;WPS-REG Methode;WPS-REG yöntemi;WPS-REG procedure;WPS-REG procedure;Procedimiento de WPS-REG;WPS-REG procedure;;WPS-REG Methode;WPS-REG Procedure;WPS-REG yöntemi;WPS-REG Methode;WPS-REG Procedure;WPS-REG Procedure
403016;This EasyBox provides PIN;Die EasyBox  stellt die PIN zur Verfügung;EasyBox PIN kodunu kullanıma sunar;This EasyBox provides PIN;This router provides PIN;Este router proporciona PIN;This EasyBox provides PIN;;Die EasyBox stellt die PIN zur Verfügung;EasyBox provides PIN;EasyBox PIN kodunu kullanıma sunar;Die EasyBox stellt die PIN zur Verfügung;EasyBox provides PIN;PlusBox provides PIN
403017;Instructions ;Anweisungen;Talimatlar;Instructions ;Instructions;Instrucciones;Instructions ;;Anweisungen;Instructions ;Talimatlar;Anweisungen;Instructions ;Instructions 
403018;To pair your devices press Pair on this page and then on your other device(s). Your EasyBox will be open for pairing for 2 minutes after you press Pair.;"Um Ihr Gerät zu verbinden, klicken Sie auf ""Koppeln"" auf dieser Seite und dann auf dem zu verbindenden Gerät. Ihre EasyBox ist für 2 Minuten im Verbindungsmodus, nachdem Sie auf ""Koppeln"" geklickt haben.";"Cihazınızı bağlamak için bu sayfadaki ve bağlanacak olan cihazdaki ""Bağlan""ı tıklayınız. EasyBox cihazınız, ""Bağlan""ı tıkladıktan sonra 2 dakika boyunca bağlantı modundadır.";To pair your devices press Pair on this page and then on your other device(s). Your EasyBox will be open for pairing for 2 minutes after you press Pair.;To pair your devices press Pair on this page and then on your other device(s). Your router will be open for pairing for 2 minutes after you press Pair.;Para emparejar sus dispositivos presione Emparejar en esta página y luego en el otro dispositivo (s). Su router estará abierto para el emparejamiento durante 2 minutos después de pulsar Emparejar.;To pair your devices press Pair on this page and then on your other device(s). Your EasyBox will be open for pairing for 2 minutes after you press Pair.;;"Um Ihr Gerät zu verbinden, klicken Sie auf ""Verbinden"". Bestätigen Sie dann den entsprechenden Taster auf dem zu verbindenden Gerät. Ihre EasyBox ist für 2 Minuten im Verbindungsmodus, nachdem Sie auf ""Verbinden"" geklickt haben.";"To pair your device, press ""Pair"". Afterwards, press the corresponding button on the device you wish to connect. Your EasyBox will be open for pairing for 2 minutes after you pressed Pair.";"Cihazınızı bağlamak için bu sayfadaki ve bağlanacak olan cihazdaki ""Bağlan""ı tıklayınız. EasyBox cihazınız, ""Bağlan""ı tıkladıktan sonra 2 dakika boyunca bağlantı modundadır.";"Um Ihr Gerät zu verbinden, klicken Sie auf ""Verbinden"". Betätigen Sie dann den entsprechenden Taster auf dem zu verbindenden Gerät. Ihre EasyBox ist für 2 Minuten im Verbindungsmodus, nachdem Sie auf ""Verbinden"" geklickt haben.";"To pair your device, press ""Pair"". Afterwards, press the corresponding button on the device you wish to connect. Your EasyBox will be open for pairing for 2 minutes after you pressed Pair.";"To pair your device, press ""Pair"". Afterwards, press the corresponding button on the device you wish to connect. Your PlusBox will be open for pairing for 2 minutes after you pressed Pair."
403019;To pair your devices, enable pairing on another device and enter the WPS-PIN that is provided by that device here.;Das zu verbindende Gerät stellt die WPS-PIN bereit. Um die Verbindung herzustellen, geben Sie diese PIN hier ein.;Cihazlarınızı bağlamak için diğer cihazdaki bağlantı modunu etkinleştiriniz ve ilgili WPS PIN kodunu buraya giriniz.;To pair your devices, enable pairing on another device and enter the WPS-PIN that is provided by that device here.;To pair your devices, enable pairing on another device and enter the WPS-PIN that is provided by that device here.;Para emparejar los dispositivos, habilite emparejar en el otro dispositivo e introduzca el WPS-PIN  proporcionado por ese dispositivo aquí.;To pair your devices, enable pairing on another device and enter the WPS-PIN that is provided by that device here.;;Geben Sie hier die WPS-PIN des zu verbindenden Gerätes ein.;Enter the WPS-PIN provided by the other device here.;Cihazlarınızı bağlamak için diğer cihazdaki bağlantı modunu etkinleştiriniz ve ilgili WPS PIN kodunu buraya giriniz.;Geben Sie hier die WPS-PIN des zu verbindenden Gerätes ein.;Enter the WPS-PIN provided by the other device here.;Enter the WPS-PIN provided by the other device here.
403020;WPS-PIN provided by another device;WPS-PIN von anderem Gerät zur Verfügung gestellt;WPS PIN kodu diğer cihazdan sağlanır;WPS-PIN provided by another device;WPS-PIN provided by another device;WPS-PIN proporcionado por otro dispositivo;WPS-PIN provided by another device;;WPS-PIN des zu verbindenden Gerätes;WPS-PIN provided by the other device;WPS PIN kodu diğer cihazdan sağlanır;WPS-PIN des zu verbindenden Gerätes;WPS-PIN provided by the other device;WPS-PIN provided by the other device
403021;To pair your devices, enter the WPS-PIN below on the other devices you wish to pair.;Um die Verbindung herzustellen, geben Sie den hier angegebenen WPS-PIN in dem Gerät ein, das Sie verbinden möchten.;Cihazlarınızı bağlamak için burada belirtilmiş olan WPS PIN kodunu bağlamak istediğiniz diğer cihazlarda giriniz.;To pair your devices, enter the WPS-PIN below on the other devices you wish to pair.;To pair your devices, enter the WPS-PIN below on the other devices you wish to pair.;Para emparejar los dispositivos, ingrese el WPS-PIN mostrado a continuación en los otros dispositivos que desee emparejar;To pair your devices, enter the WPS-PIN below on the other devices you wish to pair.;;Geben Sie die hier angegebene WPS-PIN in dem Gerät ein, das Sie verbinden möchten.;Enter the WPS-PIN below on the device you wish to pair.;Cihazlarınızı bağlamak için burada belirtilmiş olan WPS PIN kodunu bağlamak istediğiniz diğer cihazlarda giriniz.;Geben Sie die hier angegebene WPS-PIN in dem Gerät ein, das Sie verbinden möchten.;Enter the WPS-PIN below on the device you wish to pair.;Enter the WPS-PIN below on the device you wish to pair. The generated PIN can only be used once before the timeout.
403022;WPS-PIN to enter on other devices;WPS-PIN zur Eingabe in andere Geräte;Diğer cihazlara girilecek WPS PIN kodu;WPS-PIN to enter on other devices;WPS-PIN to enter on other devices;WPS-PIN para introducir en otros dispositivos;WPS-PIN to enter on other devices;;WPS-PIN der EasyBox;WPS-PIN provided by EasyBox;Diğer cihazlara girilecek WPS PIN kodu;WPS-PIN der EasyBox;WPS-PIN provided by EasyBox;WPS-PIN provided by EasyBox
403023;Generate new WPS-PIN;Neue WPS-PIN generieren;WPS-PIN´i yenile;Generate new WPS-PIN;Generate new WPS-PIN;Generar nuevos WPS-PIN;Generate new WPS-PIN;;Neue WPS-PIN generieren;Generate new WPS-PIN;WPS-PIN´i yenile;Neue WPS-PIN generieren;Generate new WPS-PIN;Generate new WPS-PIN
403024;Pair (2 Minutes...);Verbinden (für 2 Minuten);Bağlan (2 dakika boyunca);Pair (2 Minutes...);;;;;Verbinden (innerhalb von 2 Minuten);Pair (within 2 minutes);Bağlan (2 dakika boyunca);Verbinden (innerhalb von 2 Minuten);Pair (within 2 minutes);Pair (within 2 minutes)
403025;Attempting to Pair;Verbindungsversuch;Bağlanma denemesi;Attempting to Pair;Attempting to Pair;Intentando emparejar;Attempting to Pair;;Verbindungsversuch;Attempting to Pair;Bağlanma denemesi;Verbindungsversuch;Attempting to Pair;Attempting to Pair
403026;Your EasyBox is now attempting to pair with other devices.;Ihre EasyBox versucht nun, sich mit anderen Geräten zu verbinden.;EasyBox cihazınız şimdi diğer cihazlarla bağlantı kurmaya çalışıyor.;Your EasyBox is now attempting to pair with other devices.;Your router is now attempting to pair with other devices.;Su router ahora está tratando de emparejarse con otros dispositivos.;Your EasyBox is now attempting to pair with other devices.;;Ihre EasyBox versucht nun, sich mit anderen Geräten zu verbinden.;Your EasyBox is now attempting to pair with other devices.;EasyBox cihazınız şimdi diğer cihazlarla bağlantı kurmaya çalışıyor.;Ihre EasyBox versucht nun, sich mit anderen Geräten zu verbinden.;Your EasyBox is now attempting to pair with other devices.;Your PlusBox is now attempting to pair with other devices.
403027;seconds remaining;verbleibende Sekunden;Kalan saniye;seconds remaining;seconds remaining;segundos restantes;seconds remaining;;verbleibende Sekunden;seconds remaining;Kalan saniye;verbleibende Sekunden;seconds remaining;seconds remaining
403028;Pairing Timed out;Zeit abgelaufen;Süre doldu;Pairing Timed out;Pairing Timed out;Tiempo de emparejamiento agotado;Pairing Timed out;;Zeit abgelaufen;Pairing Timed out;Süre doldu;Zeit abgelaufen;Pairing Timed out;Pairing Timed out
403029;No devices have connected to your EasyBox. If you still want to pair a device, click the Pair button again.;"Es wurden keine Geräte mit der EasyBox verbunden. Wenn Sie nochmal versuchen wollen, die Geräte zu verbinden, drücken Sie die ""Koppeln"" Taste nochmal.";"EasyBox ile herhangi bir cihaz bağlanamadı. Eğer bir kez daha denemek istiyorsanız, ""Bağlan"" butonuna bir kez daha basınız.";No devices have connected to your EasyBox. If you still want to pair a device, click the Pair button again.;No devices have connected to your router. If you still want to pair a device, click the Pair button again.;Ningún dispositivo se ha conectado a su router. Si desea emparejar un dispositivo, haga clic en el botón emparejar.;No devices have connected to your EasyBox. If you still want to pair a device, click the Pair button again.;;"Es wurden keine Geräte mit der EasyBox verbunden. Wenn Sie nochmal versuchen wollen, die Geräte zu verbinden, drücken Sie ""Verbinden"".";No devices have connected to your EasyBox. If you still want to pair a device, click the Pair button again.;"EasyBox ile herhangi bir cihaz bağlanamadı. Eğer bir kez daha denemek istiyorsanız, ""Bağlan"" butonuna bir kez daha basınız.";"Es wurden keine Geräte mit der EasyBox verbunden. Wenn Sie nochmal versuchen wollen, die Geräte zu verbinden, drücken Sie ""Verbinden"".";No devices have connected to your EasyBox. If you still want to pair a device, click the Pair button again.;No devices have connected to your PlusBox. If you still want to pair a device, click the Pair button again.
403030;Pairing Successful;Verbinden war erfolgreich;Bağlantı başarıyla gerçekleştirildi;Pairing Successful;Pairing Successful;Emparejamiento realizado;Pairing Successful;;Verbinden war erfolgreich;Pairing Successful;Bağlantı başarıyla gerçekleştirildi;Verbinden war erfolgreich;Pairing Successful;Pairing Successful
403031;Your EasyBox has successfully paired with another device.;Ihre EasyBox hat sich erfolgreich mit anderen Geräten verbunden.;EasyBox cihazınız diğer cihazlara başarıyla bağlandı.;Your EasyBox has successfully paired with another device.;Your router has successfully paired with another device.;Su router se ha emparejado correctamente con otro dispositivo.;Your EasyBox has successfully paired with another device.;;Ihre EasyBox hat sich erfolgreich mit anderen Geräten verbunden.;Your EasyBox has successfully paired with another device.;EasyBox cihazınız diğer cihazlara başarıyla bağlandı.;Ihre EasyBox hat sich erfolgreich mit anderen Geräten verbunden.;Your EasyBox has successfully paired with another device.;Your PlusBox has successfully paired with another device.
403032;Your Guest WiFi is currently disabled, so these options cannot be used. Either select the Normal WiFi network in the dropdown box above, or enable the Guest WiFi on the {LINK_START}General{LINK_END} page.;Ihr Gast W-LAN ist derzeit ausgeschaltet, deshalb können diese Optionen nicht genutzt werden. Wählen Sie entweder das normale W-LAN Netzwerk, oder aktiveren Sie das Gast W-LAN auf der {LINK_START}General{LINK_END} Seite.;Misafir WiFi ağınız şu anda kapalı, bu nedenle bu opsiyonlar kullanılamıyor. Normal WiFi ağını seçiniz veya misafir WiFi´yi bu {LINK_START}sayfada{LINK_END} açınız.;Your Guest WiFi is currently disabled, so these options cannot be used. Either select the Normal WiFi network in the dropdown box above, or enable the Guest WiFi on the {LINK_START}General{LINK_END} page.;Your Guest WiFi is currently disabled, so these options cannot be used. Either select the Normal WiFi network in the dropdown box above, or enable the Guest WiFi on the {LINK_START}General{LINK_END} page.;Su red WiFI de invitados está desactivada, así que estas opciones no pueden ser usadas. Seleccione la red WiFi normal en el desplegable, o habilite la red WiFi de invitados en la página {LINK_START}General{LINK_END};Your Guest WiFi is currently disabled, so these options cannot be used. Either select the Normal WiFi network in the dropdown box above, or enable the Guest WiFi on the {LINK_START}General{LINK_END} page.;;Ihr Gast WLAN ist derzeit ausgeschaltet, deshalb kann diese Optionen nicht genutzt werden. Wählen Sie entweder das Heim WLAN, oder aktiveren Sie das Gast WLAN unter {LINK_START}Allgemein{LINK_END}.;Your Guest WiFi is currently disabled, so these options cannot be used. Either select the Main WiFi network in the dropdown box above, or enable the Guest WiFi on the {LINK_START}General{LINK_END} page.;Misafir WiFi ağınız şu anda kapalı, bu nedenle bu opsiyonlar kullanılamıyor. Normal WiFi ağını seçiniz veya misafir WiFi´yi bu {LINK_START}sayfada{LINK_END} açınız.;Ihr Gast WLAN ist derzeit ausgeschaltet, deshalb kann diese Optionen nicht genutzt werden. Wählen Sie entweder das Heim WLAN, oder aktiveren Sie das Gast WLAN auf der {LINK_START}AllgemeinLINK_END} Seite.;Your Guest WiFi is currently disabled, so these options cannot be used. Either select the Main WiFi network in the dropdown box above, or enable the Guest WiFi on the {LINK_START}General{LINK_END} page.;Your Guest WiFi is currently disabled, so these options cannot be used. Either select the Main WiFi network in the dropdown box above, or enable the Guest WiFi on the {LINK_START}General{LINK_END} page.
403033;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
403034;<b>%s</b> seconds remaining.;<b>%s</b> Sekunden verbleiben.;<b>%s</b> saniye kaldı.;<b>%s</b> seconds remaining.;<b>%s</b> seconds remaining.;<b>%s</ b> segundos restantes.;<b>%s</b> seconds remaining.;;<b>%s</b> Sekunden verbleiben.;<b>%s</b> seconds remaining.;<b>%s</b> saniye kaldı.;<b>%s</b> Sekunden verbleiben.;<b>%s</b> seconds remaining.;<b>%s</b> seconds remaining.
403035;normal WiFi MAC addresses to filter;MAC Adressen des normalen W-LAN zum filtern;Filtreleme için normal WiFi ağının MAC adresleri;normal WiFi MAC addresses to filter;normal WiFi MAC addresses to filter;Direcciones MAC WiFi normales para filtrar;normal WiFi MAC addresses to filter;;MAC Adressen des normalen WLAN zum filtern;normal WiFi MAC addresses to filter;Filtreleme için normal WiFi ağının MAC adresleri;MAC Adressen des normalen WLAN zum filtern;normal WiFi MAC addresses to filter;normal WiFi MAC addresses to filter
403036;Pairing Failed;Verbindung fehlgeschlagen;Bağlantı başarısız;Pairing Failed;Pairing Failed;Error de emparejamiento;Pairing Failed;;Verbindung fehlgeschlagen;Pairing Failed;Bağlantı başarısız;Verbindung fehlgeschlagen;Pairing Failed;Pairing Failed
403037;Your WiFi is currently disabled, therefore these options are inactive. Changes can still be made and will take effect when the WiFi is re-enabled. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} page;Ihr W-LAN ist derzeit ausgeschaltet, deshalb sind diese Optionen nicht nutzbar. Sie können dennoch Änderungen vornehmen, die nach Einschalten des W-LAN wirksam werden. Hier können Sie W-LAN einschalten: {LINK_START}Allgemein{LINK_END};WiFi ağınız şu anda kapalı, bu nedenle bu opsiyonlar kullanılamıyor. Buna rağmen WiFi açıldıktan sonra etkili olan değişiklikleri gerçekleştirebilirsiniz. WiFi ağını burada açabilirsiniz: {LINK_START}Genel{LINK_END};Your WiFi is currently disabled, therefore these options are inactive. Changes can still be made and will take effect when the WiFi is re-enabled. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} page;Your WiFi is currently disabled, therefore these options are inactive. Changes can still be made and will take effect when the WiFi is re-enabled. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} page;"Su WiFi está desactivado, por lo tanto, estas opciones están inactivas. Los cambios tendrán efecto cuando el WiFi se vuelva a habilitar. Para habilitar la WiFi, actívelo en la página {LINK_START}
General{LINK_END}";Your WiFi is currently disabled, therefore these options are inactive. Changes can still be made and will take effect when the WiFi is re-enabled. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} page;;Ihr WLAN ist derzeit ausgeschaltet, deshalb sind diese Optionen nicht nutzbar. Sie können dennoch Änderungen vornehmen, die nach Einschalten des WLAN wirksam werden. Hier können Sie WLAN einschalten: {LINK_START}Allgemein{LINK_END}.;Your WiFi is currently disabled, therefore these options are inactive. Changes can still be made and will take effect when the WiFi is re-enabled. To enable the WiFi, enable it on in the {LINK_START}General{LINK_END} page.;WiFi ağınız şu anda kapalı, bu nedenle bu opsiyonlar kullanılamıyor. Buna rağmen WiFi açıldıktan sonra etkili olan değişiklikleri gerçekleştirebilirsiniz. WiFi ağını burada açabilirsiniz: {LINK_START}Genel{LINK_END}.;Ihr WLAN ist derzeit ausgeschaltet, deshalb sind diese Optionen nicht nutzbar. Sie können dennoch Änderungen vornehmen, die nach Einschalten des WLAN wirksam werden. Hier können Sie WLAN einschalten: {LINK_START}Allgemein{LINK_END}.;Your WiFi is currently disabled, therefore these options are inactive. Changes can still be made and will take effect when the WiFi is re-enabled. To enable the WiFi, enable it on in the {LINK_START}General{LINK_END} page.;Your WiFi is currently disabled, therefore these options are inactive. Changes can still be made and will take effect when the WiFi is re-enabled. To enable the WiFi, enable it on in the {LINK_START}General{LINK_END} page.
403038;WPS is not supported because the current WiFi Protection is %s. Please change to another Protection Mode to use WPS.;WPS wird nicht unterstützt weil die momentane W-LAN Verschlüsselung %s ist. Bitte wählen Sie eine andere Verschlüsselungmethode.;Güncel WiFi şifreleme metodu %s olduğu için WPS desteklenmiyor. Lütfen başka bir şifreleme metodu seçiniz.;WPS is not supported because the current WiFi Protection is %s. Please change to another Protection Mode to use WPS.;WPS is not supported because the current WiFi Protection is %s. Please change to another Protection Mode to use WPS.;WPS no está soportado porque el modo de protección WiFi es %s. Por favor, cambie a otro modo de protección para utilizar WPS.;WPS is not supported because the current WiFi Protection is %s. Please change to another Protection Mode to use WPS.;;WPS kann zurzeit nicht verwendet werden, da WPS nicht kompatibel mit dem Sicherheitsstandard %s ist. Bitte wählen Sie einen anderen Sicherheitsstandard unter {LINK_START}Allgemein{LINK_END}, um WPS nutzen zu können.;WPS is not supported because the current WiFi protection mode is %s. Please change to another WiFi protection mode to use WPS.;Güncel WiFi şifreleme metodu %s olduğu için WPS desteklenmiyor. Lütfen başka bir şifreleme metodu seçiniz.;WPS kann zurzeit nicht verwendet werden, da WPS nicht kompatible mit dem Sicherheitsstandard %s ist. Bitte wählen Sie einen anderen Sicherheitsstandard (unter {LINK_START}Allgemein{LINK_END}), um WPS nutzen zu können.;WPS is not supported because the current WiFi protection mode is %s. Please change to another WiFi protection mode to use WPS.;WPS is not supported because the current WiFi protection mode is %s. Please change to another WiFi protection mode to use WPS.
403039;Please first apply that WPS-PIN has been switched on.;Bitte bestätigen Sie zuerst, dass die WPS-PIN Funktion eingeschaltet wurde.;İlk WPS PIN açık olduğunu onaylayın ediniz.;Please first apply that WPS-PIN has been switched on.;Please first apply that WPS-PIN has been switched on.;Por favor, compruebe que WPS-PIN se haya activado.;Please first apply that WPS-PIN has been switched on.;;Bitte bestätigen Sie zuerst, dass die WPS-PIN Funktion eingeschaltet wurde.;Please first apply that WPS-PIN has been switched on.;İlk WPS PIN açık olduğunu onaylayın ediniz.;Bitte bestätigen Sie zuerst, dass die WPS-PIN Funktion eingeschaltet wurde.;Please first apply that WPS-PIN has been switched on.;Please first apply that WPS-PIN has been switched on.
403040;Please first apply your changes before pressing the %s button.;Bitte bestätigen Sie zuerst ihre Eingabe bevor Sie %s drücken.;%s basmadan önce ilk girişi onaylayın.;Please first apply your changes before pressing the %s button.;Please first apply your changes before pressing the %s button.;Por favor, aplique los cambios antes de hacer clic en el botón %s.;Please first apply your changes before pressing the %s button.;;Bitte bestätigen Sie zuerst ihre Eingabe bevor Sie %s drücken.;Please first apply your changes before pressing the %s button.;%s basmadan önce ilk girişi onaylayın.;Bitte bestätigen Sie zuerst ihre Eingabe bevor Sie %s drücken.;Please first apply your changes before pressing the %s button.;Please first apply your changes before pressing the %s button.
403041;WPS-REG:;WPS-REG:;WPS-REG:;WPS-REG:;WPS-REG:;WPS-REG:;WPS-REG:;;WPS-REG: ;WPS-REG: ;WPS-REG: ;WPS-REG: ;WPS-REG: ;WPS-REG: 
403042;NA;NA;NA;NA;WPS 2.0;WPS 2.0;NA;;NA;NA;NA;NA;NA;NA
