ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
203003;Voicemail;Anrufbeantworter;Telesekreter;Voicemail;Voicemail;Voicemail;Voicemail;Segreteria telefonica;Anrufbeantworter;Voicemail;Telesekreter;Anrufbeantworter;Voicemail;Voicemail
203004;Capacity;Maximale Aufnahmezeit;Maksimum kayıt süresi;Capacity;Capacity;Capacidad;Capacity;;Maximale Aufnahmezeit;Capacity;Maksimum kayıt süresi;Maximale Aufnahmezeit;Capacity;Capacity
203005;Minutes;Minuten;Dakika;Minutes;Minutes;Minutos;Minutes;Minuti;Minuten;Minutes;Dakika;Minuten;Minutes;Minutes
203006;Messages;Nachrichten;Mesajlar;Messages;Messages;Mensajes;Messages;Messaggi;Nachrichten;Messages;Mesajlar;Nachrichten;Messages;Messages
203007;Show messages for;Nachrichten anzeigen für;Mesajları göster;Show messages for;Show messages for;Mostrar mensajes de;Show messages for;Mostra messaggi di;Nachrichten anzeigen für;Show messages for;Mesajları göster;Nachrichten anzeigen für;Show messages for;Show messages for
203008;All numbers;Alle Rufnummern;Tüm telefon numaraları;All numbers;All numbers;Todos los números;All numbers;Tutti i numeri;Alle Rufnummern;All numbers;Tüm telefon numaraları;Alle Rufnummern;All numbers;All numbers
203009;Date;Datum ;Tarih;Date;Date;Fecha;Date;Data;Datum ;Date;Tarih;Datum ;Date;Date
203010;Time;Zeit;Zaman;Time;Time;Hora;Time;Ora;Zeit;Time;Zaman;Zeit;Time;Time
203011;Caller ID;Anrufer;Arayan;Caller ID;Caller ID;Caller ID;Caller ID;Numero di telefono;Anrufer;Caller ID;Arayan;Anrufer;Caller ID;Caller ID
203012;Internal Number;Interne Rufnummer;Dahili numara;Internal Number;Internal Number;Número interno;Internal Number;Numero interno;Interne Rufnummer;Internal Number;Dahili numara;Interne Rufnummer;Internal Number;Internal Number
203013;Duration;Dauer;Süre;Duration;Duration;Duración;Duration;Durata;Dauer;Duration;Süre;Dauer;Duration;Duration
203014;Mark as new;Als neu markieren;Yeni olarak işaretle;Mark as new;Mark as new;Marcar como nuevo;Mark as new;Segna come nuovo;Als neu markieren;Mark as new;Yeni olarak işaretle;Als neu markieren;Mark as new;Mark as new
203015;Download;Herunterladen;İndir;Download;Download;Descargar;Download;Download;Herunterladen;Download;İndir;Herunterladen;Download;Download
203016;Email;Email;E-posta;Email;Email;Email;Email;Email;Email;Email;E-posta;Email;Email;Email
203017;Delete;Löschen;Sil;Delete;Delete;Borrar;Delete;Elimina;Löschen;Delete;Sil;Löschen;Delete;Delete
203018;Are you sure you want to permanently delete the selected message(s)?;Sind Sie sicher, dass Sie diese Nachrichten dauerhaft löschen wollen?;Bu mesajları kalıcı olarak silmek istediğinizden emin misiniz?;Are you sure you want to permanently delete the selected message(s)?;Are you sure you want to permanently delete the selected message(s)?;¿Está seguro de que desea eliminar de forma permanente el mensaje seleccionado (s)?;Are you sure you want to permanently delete the selected message(s)?;Sei sicuro di voler eliminare definitivamente i/il messaggi/o selezionato/i?;Sind Sie sicher, dass Sie diese Nachrichten dauerhaft löschen wollen?;Are you sure you want to permanently delete the selected message(s)?;Bu mesajları kalıcı olarak silmek istediğinizden emin misiniz?;Sind Sie sicher, dass Sie diese Nachrichten dauerhaft löschen wollen?;Are you sure you want to permanently delete the selected message(s)?;Are you sure you want to permanently delete the selected message(s)?
203019;Setup Needed for Email Forwarding.;Weitere Einstellungen erforderlich, um Benachrichtigung per Email zu aktivieren.;E-posta ile haber verme özelliğini etkinleştirmek için başka ayarların da yapılması gereklidir.;Setup Needed for Email Forwarding.;Setup Needed for Email Forwarding.;Configuración necesaria para reenvío por Email.;Setup Needed for Email Forwarding.;;Weitere Einstellungen erforderlich, um Benachrichtigung per Email zu aktivieren.;Setup Needed for Email Forwarding.;E-posta ile haber verme özelliğini etkinleştirmek için başka ayarların da yapılması gereklidir.;Weitere Einstellungen erforderlich, um Benachrichtigung per Email zu aktivieren.;Setup Needed for Email Forwarding.;Setup Needed for Email Forwarding.
203020;To send emails you need to set up your email address in the Email Forwarding section first.;Um Email-Benachrichtigungen zu erhalten, müssen Sie Ihre Email-Adresse im Bereich Email Benachrichtigungen eintragen.;E-posta yoluyla haber alabilmeniz için, E-posta yönlendirme bölümünde E-posta adresinizi kaydetmeniz şarttır.;To send emails you need to set up your email address in the Email Forwarding section first.;To send emails you need to set up your email address in the Email Forwarding section first.;Para enviar mensajes de correo electrónico es necesario configurar su dirección de correo electrónico en la sección Reenvío de correo electrónico.;To send emails you need to set up your email address in the Email Forwarding section first.;;Um Email-Benachrichtigungen zu erhalten, müssen Sie Ihre Email-Adresse im Bereich Email Benachrichtigungen eintragen.;To send emails you need to set up your email address in the Email Forwarding section first.;E-posta yoluyla haber alabilmeniz için, E-posta yönlendirme bölümünde E-posta adresinizi kaydetmeniz şarttır.;Um Email-Benachrichtigungen zu erhalten, müssen Sie Ihre Email-Adresse im Bereich Email Benachrichtigungen eintragen.;To send emails you need to set up your email address in the Email Forwarding section first.;To send emails you need to set up your email address in the Email Forwarding section first.
203021;Forward Message to Email Address;Nachricht zu Email Adresse weiterleiten;Mesajı E-posta adresine yönlendir;Forward Message to Email Address;Forward Message to Email Address;Reenviar mensaje de Correo electrónico;Forward Message to Email Address;;Nachricht zu Email Adresse weiterleiten;Forward Message to Email Address;Mesajı E-posta adresine yönlendir;Nachricht zu Email Adresse weiterleiten;Forward Message to Email Address;Forward Message to Email Address
203022;Please confirm you want to email the selected messages to;Bitte bestätigen Sie, dass Sie die ausgewählten Nachrichten an die Adresse;Seçtiğiniz mesajları yazının sonunda bulunan e-posta adresine yollansın mı?;Please confirm you want to email the selected messages to;Please confirm you want to email the selected messages to;Confirme que desea enviar los mensajes seleccionados a;Please confirm you want to email the selected messages to;;Bitte bestätigen Sie, dass Sie die ausgewählten Nachrichten an die Adresse;Please confirm you want to email the selected messages to;Seçtiğiniz mesajları yazının sonunda bulunan e-posta adresine yollansın mı?;Bitte bestätigen Sie, dass Sie die ausgewählten Nachrichten an die Adresse;Please confirm you want to email the selected messages to;Please confirm you want to email the selected messages to
203023;Messages Forwarded;Nachrichten weitergeleitet;Mesajlar iletildi;Messages Forwarded;Messages Forwarded;Mensajes reenviados;Messages Forwarded;;Nachrichten weitergeleitet;Messages Forwarded;Mesajlar iletildi;Nachrichten weitergeleitet;Messages Forwarded;Messages Forwarded
203024;Your selected messages were successfully sent.;Ihre ausgewählten Nachrichten wurden erfolgreich weitergeleitet.;Seçmiş olduğunuz mesajlarınız başarıyla iletildi.;Your selected messages were successfully sent.;Your selected messages were successfully sent.;Los mensajes seleccionados han sido enviados.;Your selected messages were successfully sent.;;Ihre ausgewählten Nachrichten wurden erfolgreich weitergeleitet.;Your selected messages were successfully sent.;Seçmiş olduğunuz mesajlarınız başarıyla iletildi.;Ihre ausgewählten Nachrichten wurden erfolgreich weitergeleitet.;Your selected messages were successfully sent.;Your selected messages were successfully sent.
203025;.; weiterleiten wollen.; adresine yönlendirmek istediğinizi lütfen onaylayınız.;.;.;.;.;; weiterleiten wollen.;.; adresine yönlendirmek istediğinizi lütfen onaylayınız.; weiterleiten wollen.;.;.
203026;Please select one message for download;Markieren Sie bitte eine Nachricht zu downloaden.;Indirmek için bir mesaj seçiniz;Please select one message for download;Please select one message for download;Por favor, seleccione un mensaje para descargar;Please select one message for download;;Markieren Sie bitte eine Nachricht zu downloaden.;Please select one message for download;Indirmek için bir mesaj seçiniz;Markieren Sie bitte eine Nachricht zu downloaden.;Please select one message for download;Please select one message for download
204001;Greeting Messages;Ansagetexte;Karşılama mesajı;Greeting Messages;Greeting Messages;Mensajes de bienvenida;Greeting Messages;;Ansagetexte;Greeting Messages;Karşılama mesajı;Ansagetexte;Greeting Messages;Greeting Messages
204002;Create and select personal greeting messages for your different lines.;Erzeugen und wählen Sie eigene Ansagetexte für Ihre verschiedenen Anschlüsse.;Çeşitli bağlantılarınız için kendi karşılama mesajlarınızı oluşturunuz ve seçiniz.;Create and select personal greeting messages for your different lines.;Create and select personal greeting messages for your different lines.;Crear y seleccionar los mensajes de bienvenida personales para sus diferentes líneas.;Create and select personal greeting messages for your different lines.;;Erzeugen und wählen Sie eigene Ansagetexte für Ihre verschiedenen Anschlüsse.;Create and select personal greeting messages for your different lines.;Çeşitli bağlantılarınız için kendi karşılama mesajlarınızı oluşturunuz ve seçiniz.;Erzeugen und wählen Sie eigene Ansagetexte für Ihre verschiedenen Anschlüsse.;Create and select personal greeting messages for your different lines.;Create and select personal greeting messages for your different lines.
204003;Name;Name;İsim;Name;Name;Nombre;Name;;Name;Name;İsim;Name;Name;Name
204004;Dur.;Dauer;Süre;Dur.;Dur.;Dur.;Dur.;;Dauer;Dur.;Süre;Dauer;Dur.;Dur.
204005;Assigned to;Verknüpft mit;İlişkilendirildi;Assigned to;Assigned to;Asignados a;Assigned to;;Verknüpft mit;Assigned to;İlişkilendirildi;Verknüpft mit;Assigned to;Assigned to
204006;Only for calls from;Nur für Anrufe von;Sadece şuradan gelen aramalar için;Only for calls from;Only for calls from;Sólo para llamadas de;Only for calls from;;Nur für Anrufe von;Only for calls from;Sadece şuradan gelen aramalar için;Nur für Anrufe von;Only for calls from;Only for calls from
204007;Default Message;Standardnachricht;Standart mesaj;Default Message;Default Message;Mensaje predeterminado;Default Message;;Standardnachricht;Default Message;Standart mesaj;Standardnachricht;Default Message;Default Message
204008;All;Alle;Tümü;All;All;Todo;All;;Alle;All;Tümü;Alle;All;All
204009;There is a conflict with a contact assigned to a greeting message. Currently a contact is used for more than one greeting message for the same number.;Es besteht ein Konflikt mit der Zuweisung eines Ansagetextes zu einem Kontakt. Sie haben einem Kontakt mehr als ein Ansagetext zugewiesen, unter der gleichen Rufnummer.;Karşılama mesajına ilişkilendirilen bir kişi ile çakışma mevcut. Bir kişiye, aynı telefon numarası için birden fazla karşılama mesajı ilişkilendirdiniz.;There is a conflict with a contact assigned to a greeting message. Currently a contact is used for more than one greeting message for the same number.;There is a conflict with a contact assigned to a greeting message. Currently a contact is used for more than one greeting message for the same number.;Hay un conflicto con un contacto asignado a un mensaje de bienvenida. Actualmente, hay un contacto asignado a más de un mensaje de bienvenida.;There is a conflict with a contact assigned to a greeting message. Currently a contact is used for more than one greeting message for the same number.;;Es besteht ein Konflikt mit der Zuweisung eines Ansagetextes zu einem Kontakt. Sie haben einem Kontakt mehr als ein Ansagetext zugewiesen, unter der gleichen Rufnummer.;There is a conflict with a contact assigned to a greeting message. Currently a contact is used for more than one greeting message for the same number.;Karşılama mesajına ilişkilendirilen bir kişi ile çakışma mevcut. Bir kişiye, aynı telefon numarası için birden fazla karşılama mesajı ilişkilendirdiniz.;Es besteht ein Konflikt mit der Zuweisung eines Ansagetextes zu einem Kontakt. Sie haben einem Kontakt mehr als ein Ansagetext zugewiesen, unter der gleichen Rufnummer.;There is a conflict with a contact assigned to a greeting message. Currently a contact is used for more than one greeting message for the same number.;There is a conflict with a contact assigned to a greeting message. Currently a contact is used for more than one greeting message for the same number.
204010;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
204011;A maximum of %s greeting messages is possible;Maximale Anzahl der Ansagetexte %s;Maksimum %s karşılama mesajı mümkündür.;A maximum of %s greeting messages is possible;A maximum of %s greeting messages is possible;Es posible un máximo de %s mensajes de bienvenida;A maximum of %s greeting messages is possible;;Maximale Anzahl der Ansagetexte %s;A maximum of %s greeting messages is possible;Maksimum %s karşılama mesajı mümkündür.;Maximale Anzahl der Ansagetexte %s;A maximum of %s greeting messages is possible;A maximum of %s greeting messages is possible
204012;Create Greeting Message;Ansagetext erzeugen;Karşılama mesajı oluştur;Create Greeting Message;Create Greeting Message;Crear mensaje de bienvenida;Create Greeting Message;;Ansagetext erzeugen;Create Greeting Message;Karşılama mesajı oluştur;Ansagetext erzeugen;Create Greeting Message;Create Greeting Message
204013;To create a new greeting message, please dial;Um einen neuen Ansagetext zu erstellen, wählen Sie bitte;Yeni bir karşılama mesajı oluşturmak için lütfen seçiniz;To create a new greeting message, please dial;To create a new greeting message, please dial;Para crear un nuevo mensaje de bienvenida, marque;To create a new greeting message, please dial;;Um einen neuen Ansagetext zu erstellen, wählen Sie bitte;To create a new greeting message, please dial;Yeni bir karşılama mesajı oluşturmak için lütfen seçiniz;Um einen neuen Ansagetext zu erstellen, wählen Sie bitte;To create a new greeting message, please dial;To create a new greeting message, please dial
204014;Edit Greeting Message;Ansagetext anpassen;Karşılama mesajını düzenle;Edit Greeting Message;Edit Greeting Message;Editar Mensaje de bienvenida;Edit Greeting Message;;Ansagetext anpassen;Edit Greeting Message;Karşılama mesajını düzenle;Ansagetext anpassen;Edit Greeting Message;Edit Greeting Message
204015;Name;Name;İsim;Name;Name;Nombre;Name;;Name;Name;İsim;Name;Name;Name
204016;Duration and Preview;Dauer und Abspielen;Süre ve oynat;Duration and Preview;Duration and Preview;Duración y vista previa;Duration and Preview;;Dauer und Abspielen;Duration and Preview;Süre ve oynat;Dauer und Abspielen;Duration and Preview;Duration and Preview
204017;sec;Sek.;San.;sec;sec;segundo;sec;;Sek.;sec;San.;Sek.;sec;sec
204018;Answer call after;Anruf beantworten nach;Gelen aramayı;Answer call after;Answer call after;Responder llamada después;Answer call after;;Anruf beantworten nach;Answer call after;Gelen aramayı;Anruf beantworten nach;Answer call after;Answer call after
204019;seconds;Sekunden;saniye sonra cevapla;seconds;seconds;segundos;seconds;;Sekunden;seconds;saniye sonra cevapla;Sekunden;seconds;seconds
204020;Assign to these numbers;Verknüpfen mit diesen Rufnummern;Bu telefon numaraları ile ilişkilendir;Assign to these numbers;Assign to these numbers;Asignar a estos números;Assign to these numbers;;Verknüpfen mit diesen Rufnummern;Assign to these numbers;Bu telefon numaraları ile ilişkilendir;Verknüpfen mit diesen Rufnummern;Assign to these numbers;Assign to these numbers
204021;Take messages from;Nur Nachrichten von;Sadece şu kişiden gelen mesajları kaydet;Take messages from;Take messages from;Tome mensajes desde:;Take messages from;;Nur Nachrichten von;Take messages from;Sadece şu kişiden gelen mesajları kaydet;Nur Nachrichten von;Take messages from;Take messages from
204022;Country Code;Ländercode;Ülke kodu;Country Code;Country Code;Código del país;Country Code;;Ländercode;Country Code;Ülke kodu;Ländercode;Country Code;Country Code
204023;Specific contacts;Nur Nachrichten mit folgenden Rufnummern aufzeichnen;Sadece şu telefon numaralarından gelen mesajları kaydet;Specific contacts;Specific contacts;Contactos específicos;Specific contacts;;Nur Nachrichten mit folgenden Rufnummern aufzeichnen;Specific contacts;Sadece şu telefon numaralarından gelen mesajları kaydet;Nur Nachrichten mit folgenden Rufnummern aufzeichnen;Specific contacts;Specific contacts
204024;Contacts;Kontakt;Kişi;Contacts;Contacts;Contactos;Contacts;;Kontakt;Contacts;Kişi;Kontakt;Contacts;Contacts
204025;Idle, will call back;Ruhzustand, wird zurückgerufen;Bekleme, geri aranacak;Idle, will call back;Idle, will call back;Inactivo, se devolverá la llamada;Idle, will call back;;Ruhzustand, wird zurückgerufen;Idle, will call back;Bekleme, geri aranacak;Ruhzustand, wird zurückgerufen;Idle, will call back;Idle, will call back
204026;Change Greeting Message;Ansagetext ändern;Karşılama mesajını değiştir;Change Greeting Message;Change Greeting Message;Cambiar Mensaje de bienvenida;Change Greeting Message;;Ansagetext ändern;Change Greeting Message;Karşılama mesajını değiştir;Ansagetext ändern;Change Greeting Message;Change Greeting Message
204027;To change your greeting message, please dial;Um den Ansagetext zu ändern, wählen Sie bitte;Karşılama mesajını değiştirmek için lütfen;To change your greeting message, please dial;To change your greeting message, please dial;Para cambiar el mensaje de bienvenida, marque;To change your greeting message, please dial;;Um den Ansagetext zu ändern, wählen Sie bitte;To change your greeting message, please dial;Karşılama mesajını değiştirmek için lütfen;Um den Ansagetext zu ändern, wählen Sie bitte;To change your greeting message, please dial;To change your greeting message, please dial
204028;from your phone and speak after the beep.;auf Ihrem Telefon und sprechen nach dem Tonsignal. ;telefonunuzla arayınız ve sinyal sesinden sonra konuşunuz.;from your phone and speak after the beep.;from your phone and speak after the beep.;desde su teléfono y hable después del tono.;from your phone and speak after the beep.;;auf Ihrem Telefon und sprechen nach dem Tonsignal. ;from your phone and speak after the beep.;telefonunuzla arayınız ve sinyal sesinden sonra konuşunuz.;auf Ihrem Telefon und sprechen nach dem Tonsignal. ;from your phone and speak after the beep.;from your phone and speak after the beep.
204029;The message you record will automatically replace this message.;Die aufgezeichnete Nachricht wird automatisch diese Nachricht überschreiben.;Kayıt edilen mesaj otomatik olarak bu mesajın üzerine kaydedilir.;The message you record will automatically replace this message.;The message you record will automatically replace this message.;El mensaje que grabe reemplazará automáticamente este mensaje.;The message you record will automatically replace this message.;;Die aufgezeichnete Nachricht wird automatisch diese Nachricht überschreiben.;The message you record will automatically replace this message.;Kayıt edilen mesaj otomatik olarak bu mesajın üzerine kaydedilir.;Die aufgezeichnete Nachricht wird automatisch diese Nachricht überschreiben.;The message you record will automatically replace this message.;The message you record will automatically replace this message.
204030;from your phone and speak after the beep.;auf Ihrem Telefon und sprechen nach dem Tonsignal. ;telefonunuzla arayınız ve sinyal sesinden sonra konuşunuz.;from your phone and speak after the beep.;from your phone and speak after the beep.;desde su teléfono y hable después del tono.;from your phone and speak after the beep.;;auf Ihrem Telefon und sprechen nach dem Tonsignal. ;from your phone and speak after the beep.;telefonunuzla arayınız ve sinyal sesinden sonra konuşunuz.;auf Ihrem Telefon und sprechen nach dem Tonsignal. ;from your phone and speak after the beep.;from your phone and speak after the beep.
204031;The message you record will appear in the list and you can then edit the message settings.;Die neue Aufnahme wird in der Liste hier erscheinen und Sie können danach die Einstellungen anpassen.;Yeni kaydedilen mesaj buradaki listede görünür ve sonra ayarları uyarlayabilirsiniz.;The message you record will appear in the list and you can then edit the message settings.;The message you record will appear in the list and you can then edit the message settings.;El mensaje que grabe aparecerá en la lista, y luego podrá editar los ajustes de mensajes.;The message you record will appear in the list and you can then edit the message settings.;;Die neue Aufnahme wird in der Liste hier erscheinen und Sie können danach die Einstellungen anpassen.;The message you record will appear in the list and you can then edit the message settings.;Yeni kaydedilen mesaj buradaki listede görünür ve sonra ayarları uyarlayabilirsiniz.;Die neue Aufnahme wird in der Liste hier erscheinen und Sie können danach die Einstellungen anpassen.;The message you record will appear in the list and you can then edit the message settings.;The message you record will appear in the list and you can then edit the message settings.
204032;Are you sure you want to delete this greeting message?;Sind Sie sicher, dass sie diesen Ansagetext löschen möchten?;Karşılama mesajını silmek istediğinizden emin misiniz?;Are you sure you want to delete this greeting message?;Are you sure you want to delete this greeting message?;¿Está seguro que desea eliminar este mensaje de bienvenida?;Are you sure you want to delete this greeting message?;;Sind Sie sicher, dass sie diesen Ansagetext löschen möchten?;Are you sure you want to delete this greeting message?;Karşılama mesajını silmek istediğinizden emin misiniz?;Sind Sie sicher, dass sie diesen Ansagetext löschen möchten?;Are you sure you want to delete this greeting message?;Are you sure you want to delete this greeting message?
204033;All contacts;Alle Kontakte;Tüm Kişiler;All contacts;All contacts;Todos los contactos;All contacts;;Alle Kontakte;All contacts;Tüm Kişiler;Alle Kontakte;All contacts;All contacts
204034;All calls;Alle Anrufe;Tüm aramalar;All calls;All calls;Todas las llamadas;All calls;;Alle Anrufe;All calls;Tüm aramalar;Alle Anrufe;All calls;All calls
204035;Specific countries;Anrufe aus folgenden Ländern;Belirli ülkeler;Specific countries;Specific countries;Países específicos;Specific countries;;Anrufe aus folgenden Ländern;Specific countries;Belirli ülkeler;Anrufe aus folgenden Ländern;Specific countries;Specific countries
204036;Specific contacts;Anrufe von folgenden Kontakten;Belirli kişileri;Specific contacts;Specific contacts;Contactos específicos;Specific contacts;;Anrufe von folgenden Kontakten;Specific contacts;Belirli kişileri;Anrufe von folgenden Kontakten;Specific contacts;Specific contacts
204037;%s is an invalid country code. For example, a valid country code for Germany would be 49, +49 or 0049.;"%s ist eine falsche Ländervorwahl. Eine richtige Ländervorwahl ist zum Beispiel für Deutschland  49, +49 oder 0049.
";"%s yanlış ülke kodu. Almanya'da 49, +49 veya 0049 örneğin bir uygun ülke kodudur.
";%s is an invalid country code. For example, a valid country code for Germany would be 49, +49 or 0049.;NA;NA;%s is an invalid country code. For example, a valid country code for Germany would be 49, +49 or 0049.;;%s ist eine falsche Ländervorwahl. Eine richtige Ländervorwahl ist zum Beispiel für Deutschland  49, +49 oder 0049.;%s is an invalid country code. For example, a valid country code for Germany would be 49, +49 or 0049.;%s yanlış ülke kodu. Almanya'da 49, +49 veya 0049 örneğin bir uygun ülke kodudur.;%s ist eine falsche Ländervorwahl. Eine richtige Ländervorwahl ist zum Beispiel für Deutschland  49, +49 oder 0049.;%s is an invalid country code. For example, a valid country code for Germany would be 49, +49 or 0049.;%s is an invalid country code. For example, a valid country code for Germany would be 49, +49 or 0049.
204038;NA;NA;NA;NA;NA;NA;NA;NA;aktiviert;enabled;aktif;aktiviert;enabled;enabled
204039;NA;NA;NA;NA;NA;NA;NA;NA;deaktiviert;disabled;"devre dışı
";deaktiviert;disabled;disabled
204040;NA;NA;NA;NA;NA;NA;NA;NA;Tag;Day;Gün;Tag;Day;Day
204041;NA;NA;NA;NA;NA;NA;NA;NA;Uhrzeit;Time;Saat;Uhrzeit;Time;Time
204042;NA;NA;NA;NA;NA;NA;NA;NA;Rufnummer;Number;Numara;Rufnummer;Number;Number
204043;NA;NA;NA;NA;NA;NA;NA;NA;Status;Status;Durum;Status;Status;Status
204044;NA;NA;NA;NA;NA;NA;NA;NA;Keine Zeitpläne definiert;No Ringing Schedule defined;"Zamanlama planı yok
";Keine Zeitpläne definiert;No Ringing Schedule defined;No Ringing Schedule defined
204045;NA;NA;NA;NA;NA;NA;NA;NA;Mo;Mon;Pzt;Mo;Mon;Mon
204046;NA;NA;NA;NA;NA;NA;NA;NA;Di;Tue;Sa;Di;Tue;Tue
204047;NA;NA;NA;NA;NA;NA;NA;NA;Mi;Wed;Ça;Mi;Wed;Wed
204048;NA;NA;NA;NA;NA;NA;NA;NA;Do;Thu;Pe;Do;Thu;Thu
204049;NA;NA;NA;NA;NA;NA;NA;NA;Fr;Fri;Cu;Fr;Fri;Fri
204050;NA;NA;NA;NA;NA;NA;NA;NA;Sa;Sat;Cmt;Sa;Sat;Sat
204051;NA;NA;NA;NA;NA;NA;NA;NA;So;Sun;Pa;So;Sun;Sun
204052;NA;NA;NA;NA;NA;NA;NA;NA;von;from;"Başlangıç
";von;from;from
204053;NA;NA;NA;NA;NA;NA;NA;NA;bis;to;"Bitiş
";bis;to;to
204054;NA;NA;NA;NA;NA;NA;NA;NA;Zeitplan hinzufügen;Add a new Ringing Schedule;Zamanlama ekle;Zeitplan hinzufügen;Add a new Ringing Schedule;Add a new Ringing Schedule
204055;NA;NA;NA;NA;NA;NA;NA;NA;Zeitplan bearbeiten;Edit a Ringing Schedule;Zamanlama düzelt;Zeitplan bearbeiten;Edit a Ringing Schedule;Edit a Ringing Schedule
204056;NA;NA;NA;NA;NA;NA;NA;NA;Wiederholungsrate;Time Frame;Tekrarlama;Wiederholungsrate;Time Frame;Time Frame
204057;NA;NA;NA;NA;NA;NA;NA;NA;Uhrzeit;Time;Saat;Uhrzeit;Time;Time
204058;NA;NA;NA;NA;NA;NA;NA;NA;Alle;All;Tümü;Alle;All;All
204059;;Zeitplan bearbeiten;;NA;NA;NA;NA;NA;Zeitplan bearbeiten;Edit a Ringing Schedule;Zamanlama düzelt;Zeitplan bearbeiten;Edit a Ringing Schedule;Edit a Ringing Schedule
205001;Message Forwarding to Email;Nachrichten per Email weiterleiten;Mesajları E-posta ile yönlendirme;Message Forwarding to Email;Message Forwarding to Email;Reenvío de mensajes a correo electrónico;Message Forwarding to Email;;Nachrichten per Email weiterleiten;Message Forwarding to Email;Mesajları E-posta ile yönlendirme;Nachrichten per Email weiterleiten;Message Forwarding to Email;Message Forwarding to Email
205002;Your EasyBox can forward all messages by email as an WAV audio attachment.;Ihre EasyBox kann eingegangene Nachrichten als WAV Audiofiles per Email weiterleiten.;EasyBox cihaziniza gelen mesajlari WAV-Audio olarak E-posta yoluyla yönlendirebilirsiniz.;Your EasyBox can forward all messages by email as an WAV audio attachment.;Your router can forward all messages by email as an WAV audio attachment.;Su router puede reenviar todos los mensajes por correo electrónico como un archivo adjunto de audio WAV.;Your EasyBox can forward all messages by email as an WAV audio attachment.;;Ihre EasyBox kann eingegangene Nachrichten als WAV Audiofiles per Email weiterleiten.;Your EasyBox can forward all messages by email as an WAV audio attachment.;EasyBox cihaziniza gelen mesajlari WAV-Audio olarak E-posta yoluyla yönlendirebilirsiniz.;Ihre EasyBox kann eingegangene Nachrichten als WAV Audiofiles per Email weiterleiten.;Your EasyBox can forward all messages by email as an WAV audio attachment.;Your EasyBox can forward all messages by email as an WAV audio attachment.
205003;Activate Forwarding;Weiterleitung aktivieren;Yönlendirmeyi etkinleştir;Activate Forwarding;Activate Forwarding;Activar reenvío;Activate Forwarding;;Weiterleitung aktivieren;Activate Forwarding;Yönlendirmeyi etkinleştir;Weiterleitung aktivieren;Activate Forwarding;Activate Forwarding
205004;Email Setup;Email Zugangsdaten;E-posta erişim bilgileri;Email Setup;Email Setup;Configuración del correo electrónico;Email Setup;;Email Zugangsdaten;Email Setup;E-posta erişim bilgileri;Email Zugangsdaten;Email Setup;Email Setup
205005;Email Address;Email-Adresse;E-posta adresi;Email Address;Email Address;Dirección de correo electrónico;Email Address;;Email-Adresse;Email Address;E-posta adresi;Email-Adresse;Email Address;Email Address
205006;Password;Kennwort;Şifre;Password;Password;Contraseña;Password;;Kennwort;Password;Şifre;Kennwort;Password;Password
205007;SMTP Server;SMTP-Server;SMTP-Server;SMTP Server;SMTP Server;Servidor SMTP;SMTP Server;;SMTP-Server;SMTP Server;SMTP-Server;SMTP-Server;SMTP Server;SMTP Server
205008;Optional settings;Optionale Einstellungen;Isteğe bağlı ayarlar;Optional settings;Optional settings;Ajustes opcionales;Optional settings;;Optionale Einstellungen;Optional settings;Isteğe bağlı ayarlar;Optionale Einstellungen;Optional settings;Optional settings
205009;SMTP Port;SMTP-Port;SMTP Portu;SMTP Port;SMTP Port;Puerto SMTP;SMTP Port;;SMTP-Port;SMTP Port;SMTP Portu;SMTP-Port;SMTP Port;SMTP Port
205010;Target Email Address;Ziel Email-Adresse;Hedef email adresi;Target Email Address;Target Email Address;Correo Electrónico Destino;Target Email Address;;Ziel Email-Adresse;Target Email Address;Hedef email adresi;Ziel Email-Adresse;Target Email Address;Target Email Address
205011;optional;optional;Isteğe;optional;optional;opcional;optional;;optional;optional;Isteğe;optional;optional;optional
205012;Test Email;Test-Email;Test E-posta;Test Email;Test Email;Prueba de correo electrónico;Test Email;;Test-Email;Test Email;Test E-posta;Test-Email;Test Email;Test Email
205013;Test email successfully sent;Test-Email erfolgreich gesendet;Test E-posta başarıyla gönderildi;Test email successfully sent;Test email successfully sent;Email de prueba enviado con éxito;Test email successfully sent;;Test-Email erfolgreich gesendet;Test email successfully sent;Test E-posta başarıyla gönderildi;Test-Email erfolgreich gesendet;Test email successfully sent;Test email successfully sent
