ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
802045;SuperPIN;SuperPIN;SuperPIN kodu;SuperPIN;PUK;PUK;NA;NA;SuperPIN;SuperPIN;SuperPIN kodu;SuperPIN;SuperPIN;SuperPIN
802046;Confirm PIN;PIN bestätigen;PIN kodunu onayla;Confirm PIN;Confirm PIN;Confirmar PIN;NA;NA;PIN bestätigen;Confirm PIN;PIN kodunu onayla;PIN bestätigen;Confirm PIN;Confirm PIN
802047;NA;NA;NA;NA;NA;no utilizado;NA;NA;NA;NA;NA;NA;NA;<h2>Invalid Username or Password</h2><p></p>Your Username or Password are incorrect. <br>Please try again.
802048;Invalid MIC;Falscher MIC;Yanlis Modeminstallation-Kod;Invalid MIC;Invalid MIC;MIC no válido;NA;NA;Falscher MIC;Invalid MIC;Yanlis Modeminstallation-Kod;Falscher MIC;Invalid MIC;Invalid MIC
802049;The entered MIC is too short.;Der eingegebene MIC ist zu kurz.;Girilen Modeminstallation-Kod çok kisadir;The entered MIC is too short.;The entered MIC is too short.;El MIC introducido es demasiado corto.;NA;NA;Der eingegebene MIC ist zu kurz.;The entered MIC is too short.;Girilen Modeminstallation-Kod çok kisadir;Der eingegebene MIC ist zu kurz.;The entered MIC is too short.;The entered MIC is too short.
802050;There is no UMTS-Connection.;Es besteht keine UMTS-Funkverbindung.;3G bağlantısı mevcut değil.;There is no UMTS-Connection.;There is no UMTS-Connection.;No hay conexión.;NA;NA;Es besteht keine UMTS-Funkverbindung.;There is no UMTS-Connection.;3G bağlantısı mevcut değil.;Es besteht keine UMTS-Funkverbindung.;There is no UMTS-Connection.;There is no UMTS-Connection.
802051;Please follow the Quick Start Guide to install the EasyBox.;Bitte verkabeln Sie die EasyBox entsprechend der Anleitung.;Lütfen EasyBox cihazının kablolarını kılavuzda açıklandığı şekilde bağlayınız.;Please follow the Quick Start Guide to install the EasyBox.;Please follow the Quick Start Guide to install the router.;Por favor, siga la Guía de inicio rápido para instalar el router;NA;NA;Bitte verkabeln Sie die EasyBox entsprechend der Anleitung.;Please follow the Quick Start Guide to install the EasyBox.;Lütfen EasyBox cihazının kablolarını kılavuzda açıklandığı şekilde bağlayınız.;Bitte verkabeln Sie die EasyBox entsprechend der Anleitung.;Please follow the Quick Start Guide to install the EasyBox.;Please follow the Quick Start Guide to install the PlusBox.
802052;Please insert the UMTS-Stick.;Bitte stecken sie den UMTS-Stick ein.;Lütfen 3G-Stick'i takınız.;Please insert the UMTS-Stick.;Please insert the UMTS-Stick.;Por favor, introduzca el módem;NA;NA;Bitte stecken sie den UMTS-Stick ein.;Please insert the UMTS-Stick.;Lütfen 3G-Stick'i takınız.;Bitte stecken sie den UMTS-Stick ein.;Please insert the UMTS-Stick.;Please insert the UMTS-Stick.
802053;Please insert the SIM-Card into UMTS-Stick.;Bitte stecken sie die SIM-Karte in den UMTS-Stick.;Lütfen SIM kartını 3G-Stick'e yerleştiriniz.;Please insert the SIM-Card into UMTS-Stick.;Please insert the SIM-Card into UMTS-Stick.;Por favor, inserte la SIM en el módem;NA;NA;Bitte stecken sie die SIM-Karte in den UMTS-Stick.;Please insert the SIM-Card into UMTS-Stick.;Lütfen SIM kartını 3G-Stick'e yerleştiriniz.;Bitte stecken sie die SIM-Karte in den UMTS-Stick.;Please insert the SIM-Card into UMTS-Stick.;Please insert the SIM-Card into UMTS-Stick.
802054;Please try again later.;Bitte versuchen Sie es später noch einmal.;Lütfen daha sonra tekrar deneyiniz.;Please try again later.;Please try again later.;Por favor inténtelo de nuevo más tarde.;NA;NA;Bitte versuchen Sie es später noch einmal.;Please try again later.;Lütfen daha sonra tekrar deneyiniz.;Bitte versuchen Sie es später noch einmal.;Please try again later.;Please try again later.
802055;Activation;Aktivierung;Etkinleştirme;Activation;Activation;Activación;NA;NA;Aktivierung;Activation;Etkinleştirme;Aktivierung;Activation;Activation
802056;Invalid UMTS PIN;Falsche UMTS PIN;Yanlış 3G PIN kodu;Invalid UMTS PIN;Invalid UMTS PIN;PIN no válido.;NA;NA;Falsche UMTS PIN;Invalid UMTS PIN;Yanlış 3G PIN kodu;Falsche UMTS PIN;Invalid UMTS PIN;Invalid UMTS PIN
802057;The entered PIN is too short.;Die eingegebene PIN ist zu kurz.;Girilen PIN kodu çok kısadır.;The entered PIN is too short.;The entered PIN is too short.;El PIN introducido es demasiado corto.;NA;NA;Die eingegebene PIN ist zu kurz.;The entered PIN is too short.;Girilen PIN kodu çok kısadır.;Die eingegebene PIN ist zu kurz.;The entered PIN is too short.;The entered PIN is too short.
802058;Please wait...;Bitte warten...;Lütfen bekleyiniz...;Please wait...;Please wait...;Por favor, espere ...;NA;NA;Bitte warten...;Please wait...;Lütfen bekleyiniz...;Bitte warten...;Please wait...;Please wait...
802059;The entered MIC is invalid.;Der eingegebene MIC ist falsch.;Girilen MIC yanlıştır.;The entered MIC is invalid.;The entered MIC is invalid.;El MIC ingresado no es válido.;NA;NA;Der eingegebene MIC ist falsch.;The entered MIC is invalid.;Girilen MIC yanlıştır.;Der eingegebene MIC ist falsch.;The entered MIC is invalid.;The entered MIC is invalid.
802060;Invalid PIN.;Falsche PIN.;Yanlış PIN kodu;Invalid PIN.;Invalid PIN.;PIN no válido.;NA;NA;Falsche PIN.;Invalid PIN.;Yanlış PIN kodu;Falsche PIN.;Invalid PIN.;Invalid PIN.
802061;The PINs you entered do not match.;Die beiden PINs stimmen nicht überein.;Girilen PIN kodları aynı değil.;The PINs you entered do not match.;The PINs you entered do not match.;Los PINs que ha introducido no coinciden.;NA;NA;Die beiden PINs stimmen nicht überein.;The PINs you entered do not match.;Girilen PIN kodları aynı değil.;Die beiden PINs stimmen nicht überein.;The PINs you entered do not match.;The PINs you entered do not match.
802062;The entered PIN is invalid.;Die eingegebene PIN ist falsch.;Girilen PIN kodu yanlış.;The entered PIN is invalid.;The entered PIN is invalid.;El PIN introducido no es válido.;NA;NA;Die eingegebene PIN ist falsch.;The entered PIN is invalid.;Girilen PIN kodu yanlış.;Die eingegebene PIN ist falsch.;The entered PIN is invalid.;The entered PIN is invalid.
802063;The entered SuperPIN is too short.;Die eingegebene SuperPIN ist zu kurz.;Girilen SuperPIN kodu çok kısadır.;The entered SuperPIN is too short.;The entered SuperPIN is too short.;El PUK introducido es demasiado corto;NA;NA;Die eingegebene SuperPIN ist zu kurz.;The entered SuperPIN is too short.;Girilen SuperPIN kodu çok kısadır.;Die eingegebene SuperPIN ist zu kurz.;The entered SuperPIN is too short.;The entered SuperPIN is too short.
802064;Wrong SuperPIN.;Falsche SuperPIN.;Yanlış SuperPIN kodu.;Wrong SuperPIN.;Wrong SuperPIN.;PUK incorrecto;NA;NA;Falsche SuperPIN.;Wrong SuperPIN.;Yanlış SuperPIN kodu.;Falsche SuperPIN.;Wrong SuperPIN.;Wrong SuperPIN.
802065;The entered SuperPIN is wrong.;Die eingegebene SuperPIN ist falsch;Girilen SuperPIN kodu yanlış;The entered SuperPIN is wrong.;The entered SuperPIN is wrong.;El PUK introducido es incorrecto;NA;NA;Die eingegebene SuperPIN ist falsch;The entered SuperPIN is wrong.;Girilen SuperPIN kodu yanlış;Die eingegebene SuperPIN ist falsch;The entered SuperPIN is wrong.;The entered SuperPIN is wrong.
802066;The activation of your EasyBox was successful.;Die Aktivierung Ihrer EasyBox war erfolgreich.;EasyBox cihazınız başarıyla etkinleştirildi.;The activation of your EasyBox was successful.;The activation of your router was successful.;La activación de su router tuvo éxito.;NA;NA;Die Aktivierung Ihrer EasyBox war erfolgreich.;The activation of your EasyBox was successful.;EasyBox cihazınız başarıyla etkinleştirildi.;Die Aktivierung Ihrer EasyBox war erfolgreich.;The activation of your EasyBox was successful.;The activation of your PlusBox was successful.
802067;Please continue with the next step.;Bitte mit dem nächsten Schritt weiter machen.;Lütfen bir sonraki adım ile devam ediniz.;Please continue with the next step.;Please continue with the next step.;Por favor continúe con el siguiente paso.;NA;NA;Bitte mit dem nächsten Schritt weiter machen.;Please continue with the next step.;Lütfen bir sonraki adım ile devam ediniz.;Bitte mit dem nächsten Schritt weiter machen.;Please continue with the next step.;Please continue with the next step.
802068;The activation of your EasyBox is in progress.;Ihre EasyBox wird gerade eingerichtet.;EasyBox cihazınız şu anda ayarlanıyor.;The activation of your EasyBox is in progress.;The activation of your router is in progress.;La activación de su router está en curso.;NA;NA;Ihre EasyBox wird gerade eingerichtet.;The activation of your EasyBox is in progress.;EasyBox cihazınız şu anda ayarlanıyor.;Ihre EasyBox wird gerade eingerichtet.;The activation of your EasyBox is in progress.;The activation of your PlusBox is in progress.
802069;Please do not turn off the device.;Bitte schalten Sie das Gerät nicht aus.;Lütfen cihazı kapatmayınız.;Please do not turn off the device.;Please do not turn off the device.;Por favor, no apague el dispositivo.;NA;NA;Bitte schalten Sie das Gerät nicht aus.;Please do not turn off the device.;Lütfen cihazı kapatmayınız.;Bitte schalten Sie das Gerät nicht aus.;Please do not turn off the device.;Please do not turn off the device.
802070;Checking MIC.;Der MIC wird überprüft.;Modeminstallation-Kodu kontrol ediliyor;Checking MIC.;Checking MIC.;Comprobación de MIC.;NA;NA;Der MIC wird überprüft.;Checking MIC.;Modeminstallation-Kodu kontrol ediliyor;Der MIC wird überprüft.;Checking MIC.;Checking MIC.
802071;Checking UMTS PIN;PIN wird geprüft;PIN kontrol ediliyor.;Checking UMTS PIN;Checking UMTS PIN;Comprobación de PIN;NA;NA;PIN wird geprüft;Checking UMTS PIN;PIN kontrol ediliyor.;PIN wird geprüft;Checking UMTS PIN;Checking UMTS PIN
802072;Please plug the DSL cable into the dedicated DSL port on the EasyBox.;Bitte stecken Sie das DSL-Kabel in die dafür vorgesehene DSL-Buchse an der EasyBox;Lütfen DSL kablosunu EasyBox´un DSL soketine takın;Please plug the DSL cable into the dedicated DSL port on the EasyBox.;Please plug the DSL cable into the dedicated DSL port on the router.;Por favor, conecte el cable ADSL al puerto ADSL del router.;NA;NA;Bitte stecken Sie das DSL-Kabel in den dafür vorgesehenen DSL-Anschluss an der EasyBox.;Please plug the DSL cable into the dedicated DSL port on EasyBox.;Lütfen DSL kablosunu EasyBox´un DSL soketine takın;Bitte stecken Sie das DSL-Kabel in den dafür vorgesehenen DSL-Anschluss an der EasyBox.;Please plug the DSL cable into the dedicated DSL port on EasyBox.;Please plug the DSL cable into the dedicated DSL port on PlusBox.
802073;Contacting the Vodafone Network;Verbindung zum Vodafone-Netzwerk;Vodafone Network´e bağlanıyor;Contacting the Vodafone Network;Contacting the Vodafone Network;Contactando con la red de Vodafone;NA;NA;Verbindung zum Vodafone-Netzwerk;Contacting the Vodafone Network;Vodafone Network´e bağlanıyor;Verbindung zum Vodafone-Netzwerk;Contacting the Vodafone Network;Contacting the Vodafone Network
802074;LTE new PIN and PIN repeat do not match.;falsche Eingabe beim Wiederholen der LTE-PIN.;Tekrar yanlıs 4G PIN kullanımda;LTE new PIN and PIN repeat do not match.;LTE new PIN and PIN repeat do not match.;Los nuevos PIN no coinciden;NA;NA;falsche Eingabe beim Wiederholen der LTE-PIN.;LTE new PIN and PIN repeat do not match.;Tekrar yanlıs 4G PIN kullanımda;falsche Eingabe beim Wiederholen der LTE-PIN.;LTE new PIN and PIN repeat do not match.;LTE new PIN and PIN repeat do not match.
802075;UMTS new PIN and PIN repeat do not match.;falsche Eingabe beim Wiederholen der UMTS-PIN.;Tekrar yanlıs 3G PIN kullanımda;UMTS new PIN and PIN repeat do not match.;UMTS new PIN and PIN repeat do not match.;Los nuevos PIN no coinciden;NA;NA;falsche Eingabe beim Wiederholen der UMTS-PIN.;UMTS new PIN and PIN repeat do not match.;Tekrar yanlıs 3G PIN kullanımda;falsche Eingabe beim Wiederholen der UMTS-PIN.;UMTS new PIN and PIN repeat do not match.;UMTS new PIN and PIN repeat do not match.
802076;Please enter the correct UMTS SuperPIN.;Bitte geben Sie die korrekte UMTS-Super-PIN ein.;Lütfen doğru 3G Süper PIN kullanın;Please enter the correct UMTS SuperPIN.;Please enter the correct UMTS SuperPIN.;Por favor, introduzca el PUK correcto;NA;NA;Bitte geben Sie die korrekte UMTS-Super-PIN ein.;Please enter the correct UMTS SuperPIN.;Lütfen doğru 3G Süper PIN kullanın;Bitte geben Sie die korrekte UMTS-Super-PIN ein.;Please enter the correct UMTS SuperPIN.;Please enter the correct UMTS SuperPIN.
802077;SIM was inserted, please wait ...;SIM-Karte wurde erkannt, bitte warten ...;SIM kartınız tanılmış, lütfen bekleyin ...;SIM was inserted, please wait ...;SIM was inserted, please wait ...;La SIM ha sido insertada. Por favor, espere.;NA;NA;SIM-Karte wurde erkannt, bitte warten ...;SIM was inserted, please wait ...;SIM kartınız tanılmış, lütfen bekleyin ...;SIM-Karte wurde erkannt, bitte warten ...;SIM was inserted, please wait ...;SIM was inserted, please wait ...
802078;There is no LTE connection, please move the device to a new position or attach the antenna.;Keine LTE-Verbindung möglich, bitte ändern Sie die Position Ihrer EasyBox oder schliessen Sie die externe Antenne an.;4G bağlanamadı, lütfen EasyBox´un yerini değiştirin veya harici anten kullanın.;There is no LTE connection, please move the device to a new position or attach the antenna.;There is no LTE connection, please move the device to a new position or attach the antenna.;No hay conexión LTE, por favor mueva el dispositivo hasta una nueva posición o recoloque la antena.;NA;NA;Keine LTE-Verbindung möglich, bitte ändern Sie die Position Ihrer EasyBox oder schliessen Sie die externe Antenne an.;There is no LTE connection, please move the device to a new position or attach the antenna.;4G bağlanamadı, lütfen EasyBox´un yerini değiştirin veya harici anten kullanın.;Keine LTE-Verbindung möglich, bitte ändern Sie die Position Ihrer EasyBox oder schliessen Sie die externe Antenne an.;There is no LTE connection, please move the device to a new position or attach the antenna.;There is no LTE connection, please move the device to a new position or attach the antenna.
802079;Your SIM card has been locked due to too many attempts to enter the correct PIN. Please contact Vodafone Customer Support:<br/><br/>Phone: 0800 172 1212<br/>Web: www.dsl-easybox.de;Ihre SIM Karte wurde aufgrund von zu vielen Falscheingaben gesperrt. Bitte kontaktieren Sie den Vodafone Kundensupport. <br/><br/>Phone: 0800 172 1212<br/>Web: www.dsl-easybox.de;SIM kartınız fazla sayıda yanlış PIN kodu kullanılmıs nedeniyle kilitlenmiştir. Vodafone müşteri desteğine başvurun.<br/><br/>Phone: 0800 172 1212<br/>Web: www.dsl-easybox.de;Your SIM card has been locked due to too many attempts to enter the correct PIN. Please contact Vodafone Customer Support:<br/><br/>Phone: 0800 172 1212<br/>Web: www.dsl-easybox.de;Your SIM card has been locked due to too many attempts to enter the correct PIN. Please contact Vodafone Customer Support;La tarjeta SIM se ha bloqueado debido a demasiados errores al introducir el PIN. Por favor, póngase en contacto con Vodafone:;NA;NA;Ihre SIM Karte wurde aufgrund von zu vielen Falscheingaben gesperrt. Bitte kontaktieren Sie den Vodafone Kundensupport. <br/><br/>Phone: 0800 172 1212<br/>Web: www.dsl-easybox.de;Your SIM card has been locked due to too many attempts to enter the correct PIN. Please contact Vodafone Customer Support:<br/><br/>Phone: 0800 172 1212<br/>Web: www.dsl-easybox.de;SIM kartınız fazla sayıda yanlış PIN kodu kullanılmıs nedeniyle kilitlenmiştir. Vodafone müşteri desteğine başvurun.<br/><br/>Phone: 0800 172 1212<br/>Web: www.dsl-easybox.de;Ihre SIM Karte wurde aufgrund von zu vielen Falscheingaben gesperrt. Bitte kontaktieren Sie den Vodafone Kundensupport. <br/><br/>Phone: 0800 172 1212<br/>Web: www.dsl-easybox.de;Your SIM card has been locked due to too many attempts to enter the correct PIN. Please contact Vodafone Customer Support:<br/><br/>Phone: 0800 172 1212<br/>Web: www.dsl-easybox.de;Your SIM card has been locked due to too many attempts to enter the correct PIN. Please contact Vodafone Customer Support:<br/><br/>Phone: 0800 172 1212<br/>Web: www.plusbox.de
802080;UMTS SuperPIN is not correct.;UMTS-Super-PIN ist nicht korrekt.;3G süper PIN doğru değil;UMTS SuperPIN is not correct.;UMTS SuperPIN is not correct.;El PUK no es correcto;NA;NA;UMTS-Super-PIN ist nicht korrekt.;UMTS SuperPIN is not correct.;3G süper PIN doğru değil;UMTS-Super-PIN ist nicht korrekt.;UMTS SuperPIN is not correct.;UMTS SuperPIN is not correct.
802081;<b>Weak Signal</b> Please try a new location.;Schwaches Signal, bitte ändern Sie die Position Ihrer EasyBox.;Siyal zayıf, lütfen EasyBox´un yerini değiştirin.;<b>Weak Signal</b> Please try a new location.;<b>Weak Signal</b> Please try a new location.;<b> Señal débil </ b> Por favor, intente una nueva ubicación.;NA;NA;Schwaches Signal, bitte ändern Sie die Position Ihrer EasyBox.;<b>Weak Signal</b> Please try a new location.;Siyal zayıf, lütfen EasyBox´un yerini değiştirin.;Schwaches Signal, bitte ändern Sie die Position Ihrer EasyBox.;<b>Weak Signal</b> Please try a new location.;<b>Weak Signal</b> Please try a new location.
802082;Wrong UMTS SIM PIN;falsche UMTS Super-PIN;3G süper PIN yanlış;Wrong UMTS SIM PIN;Wrong UMTS SIM PIN;PIN incorrecto;NA;NA;falsche UMTS Super-PIN;Wrong UMTS SIM PIN;3G süper PIN yanlış;falsche UMTS Super-PIN;Wrong UMTS SIM PIN;Wrong UMTS SIM PIN
802083;Checking LTE SIM;LTE SIM wird geprüft;4G SIM test ediliyor;Checking LTE SIM;Checking LTE SIM;Comprobando la SIM;NA;NA;LTE SIM wird geprüft;Checking LTE SIM;4G SIM test ediliyor;LTE SIM wird geprüft;Checking LTE SIM;Checking LTE SIM
802084;Save PIN;PIN speichern;PIN kaydet;Save PIN;Save PIN;Guardar PIN;NA;NA;PIN speichern;Save PIN;PIN kaydet;PIN speichern;Save PIN;Save PIN
802085;NA;NA;NA;NA;New PIN;Nuevo PIN;NA;NA;NA;NA;NA;NA;NA;NA
802086;NA;NA;NA;NA;Confirm PIN;Confirmar PIN;NA;NA;NA;NA;NA;NA;NA;NA
802087;NA;NA;NA;NA;NA;NA;NA;NA;Der eingegebene MIC ist falsch.;The entered MIC is wrong.;Kullandiginiz MIC yanlis.;Der eingegebene MIC ist falsch.;The entered MIC is wrong.;The entered MIC is wrong.
803001;Please insert your Vodafone UMTS stick, if you have one.;Bitte stecken Sie nun Ihren optionalen Vodafone UMTS-Stick in Ihre EasyBox, falls Sie einen haben. ;Lütfen şimdi EasyBox cihazınıza, eğer varsa, opsiyonel 3G Stick'i takınız. ;Please insert your Vodafone UMTS stick, if you have one.;Please insert your Vodafone UMTS stick, if you have one.;Por favor, inserte el módem, si tiene uno;NA;NA;Bitte stecken Sie nun Ihren optionalen Vodafone UMTS-Stick in Ihre EasyBox, falls Sie einen haben. ;Please insert your Vodafone UMTS stick, if you have one.;Lütfen şimdi EasyBox cihazınıza, eğer varsa, opsiyonel 3G Stick'i takınız. ;Bitte stecken Sie nun Ihren optionalen Vodafone UMTS-Stick in Ihre EasyBox, falls Sie einen haben. ;Please insert your Vodafone UMTS stick, if you have one.;Please insert your Vodafone UMTS stick, if you have one.
803002;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;"<h2>Word Incorrect</h2> <p></p> The words were transferred incorrectly. <br> Please try again
"
803003;Please enter the needed information found in your SIM card letter. ;Bitte geben Sie die Daten Ihrer UMTS-SIM-Karte nun ein.;Lütfen şimdi 3G-SIM kartınıza ait bilgileri giriniz.;Please enter the needed information found in your SIM card letter. ;Please enter the needed information found in your SIM card letter.;Por favor, introduzca la información que figura en la carta que acompaña a su tarjeta SIM;NA;NA;Bitte geben Sie die Daten Ihrer UMTS-SIM-Karte nun ein.;Please enter the needed information found in your SIM card letter. ;Lütfen şimdi 3G-SIM kartınıza ait bilgileri giriniz.;Bitte geben Sie die Daten Ihrer UMTS-SIM-Karte nun ein.;Please enter the needed information found in your SIM card letter. ;Please enter the needed information found in your SIM card letter. 
803004;UMTS PIN;UMTS PIN;3G PIN kodu;UMTS PIN;PIN;PIN;NA;NA;UMTS PIN;UMTS PIN;3G PIN kodu;UMTS PIN;UMTS PIN;UMTS PIN
803005;Correction Needed;Korrektur erforderlich;Düzeltme gereklidir;Correction Needed;Correction Needed;Corrección necesaria;NA;NA;Korrektur erforderlich;Correction Needed;Düzeltme gereklidir;Korrektur erforderlich;Correction Needed;Correction Needed
803006;Your UMTS PIN must been written in this format: 1827302478.;Ihr UMTS PIN muss in folgendem Format sein: 1827304567;3G PIN kodunuz şu formatta olmak zorundadır: 1827304567;Your UMTS PIN must been written in this format: 1827302478.;Your UMTS PIN must been written in this format: 1827302478.;Su PIN debe estar escrito en este formato: 1827302478.;NA;NA;Ihr UMTS PIN muss in folgendem Format sein: 1827304567;Your UMTS PIN must been written in this format: 1827302478.;3G PIN kodunuz şu formatta olmak zorundadır: 1827304567;Ihr UMTS PIN muss in folgendem Format sein: 1827304567;Your UMTS PIN must been written in this format: 1827302478.;Your UMTS PIN must been written in this format: 1827302478.
804001;Please set a password for your EasyBox settings.;Bitte wählen Sie ein Kennwort für den Zugang zu den EasyBox Einstellungen;EasyBox ayarlarına giriş için lütfen bir şifre belirleyiniz.;Please set a password for your EasyBox settings.;Please set a password for your router settings.;Por favor, establezca una contraseña para la configuración de su router.;NA;NA;Bitte wählen Sie ein EasyBox-Kennwort für den Zugang zu den Einstellungen;Please type a new EasyBox password to access the settings.;EasyBox ayarlarına giriş için lütfen bir şifre belirleyiniz.;Bitte wählen Sie ein EasyBox-Kennwort für den Zugang zu den Einstellungen;Please type a new password to access the Easybox settings.;Please type a new PlusBox password to access the settings.
804002;Password;Kennwort;Şifre;Password;Password;Contraseña;NA;NA;Neues Kennwort;New Password;Yeni şifre;Neues Kennwort;New Easybox Password;New Password
804003;Confirm Password;Kennwort wiederholen;Şifreyi tekrarla;Confirm Password;Confirm Password;Confirmar Contraseña;NA;NA;Neues Kennwort bestätigen;Confirm new Password;Yeni şifreyi onayla;Neues Kennwort bestätigen;Confirm new Password;Confirm new Password
804004;NA;NA;NA;NA;NA;NA;NA;NA;Aktuelles Kennwort;Current Password;Güncel şifre;Aktuelles Kennwort;Current Password;Current Password
804005;NA;NA;NA;NA;NA;NA;NA;NA;Neues Kennwort;New Password;Yeni şifre;Neues Kennwort;New Password;New Password
804006;NA;NA;NA;NA;NA;NA;NA;NA;Kennwort bestätigen;Re-enter Password;Şifreyi onayla;Kennwort bestätigen;Re-enter Password;Re-enter Password
804007;NA;NA;NA;NA;NA;NA;NA;NA;Kennwortstärke;Password Strength;Şifre gücü;Kennwortstärke;Password Strength;Password Strength
804008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Schwach;Weak;Setup
804009;NA;NA;NA;NA;NA;NA;NA;NA;Schwach;Weak;zayıf;Schwach;Weak;Weak
804010;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Mittel;Good;Account
804011;NA;NA;NA;NA;NA;NA;NA;NA;Gut;Good;iyi;Gut;Good;Good
804012;NA;NA;NA;NA;NA;NA;NA;NA;Stark;Strong;çok iyi;Stark;Strong;Strong
804013;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sehr Stark;Very Strong;NA
804014;NA;NA;NA;NA;NA;NA;NA;NA;Neues EasyBox-Kennwort ungültig;Invalid new EasyBox Password;Yeni Şifre geçersiz;Neues Kennwort ungültig;Invalid new Password;Invalid new PlusBox Password
804015;NA;NA;NA;NA;NA;NA;NA;NA;Das aktuelle Kennwort und das neue Kennwort dürfen nicht gleich sein. Bitte wählen Sie ein anderes neues Kennwort.;Your new password cannot be the same as the current one. Please type a new password.;Geçerli şifrenizi ve yeni şifre aynı olamaz. Farklı yeni bir şifre seçiniz.;Das aktuelle Kennwort und das neue Kennwort dürfen nicht gleich sein. Bitte wählen Sie ein anderes neues Kennwort.;Your new password cannot be the same as the current one. Please type a new password.;Your new password cannot be the same as the current one. Please type a new password.
804016;NA;NA;NA;NA;NA;NA;NA;NA;Das aktuelle Kennwort ist falsch. Bitte geben Sie das aktuell gültige Kennwort erneut ein.;The current Password you entered was incorrect. Please type in the current valid Password.;Kullandiginiz şifre yanlıştır. Mevcut geçerli şifreyi kullanın.;Das aktuelle Kennwort ist nicht korrekt.;The current password you entered was incorrect.;The current Password you entered was incorrect. Please type in the current valid Password.
804017;NA;NA;NA;NA;NA;NA;NA;NA;Die Kennwörter stimmen nicht überein.;Passwords do not match.;Şifreler aynı değil.;Die Kennwörter stimmen nicht überein.;Passwords do not match.;Passwords do not match.
804018;NA;NA;NA;NA;NA;NA;NA;NA;Falsches EasyBox-Kennwort;Wrong EasyBox Password;Yanlış şifre;Falsches Kennwort;Wrong Password;Wrong PlusBox Password
804019;NA;NA;NA;NA;NA;NA;NA;NA;Das aktuelle Kennwort ist falsch. Bitte geben Sie das aktuell gültige Kennwort erneut ein.;The current Password you entered was incorrect. Please type in the current valid Password.;Kullandiginiz şifre yanlıştır. Mevcut geçerli şifreyi kullanın.;NA;NA;The current Password you entered was incorrect. Please type in the current valid Password.
805001;You have successfully activated your EasyBox.;Sie haben Ihre EasyBox erfolgreich aktiviert.;EasyBox cihazınızı başarıyla etkinleştirdiniz.;You have successfully activated your EasyBox.;You have successfully activated your router.;Ha activado su router.;NA;NA;Sie haben Ihre EasyBox erfolgreich aktiviert.;You have successfully activated your EasyBox.;EasyBox cihazınızı başarıyla etkinleştirdiniz.;Sie haben Ihre EasyBox erfolgreich aktiviert.;You have successfully activated your EasyBox.;You have successfully activated your PlusBox.
805002;You are now ready to use the full functionality of the EasyBox.;Nun können Sie alle Funktionen Ihrer EasyBox voll nutzen.;Şimdi EasyBox cihazınızın fonksiyonlarını tam olarak kullanabilirsiniz.;You are now ready to use the full functionality of the EasyBox.;You are now ready to use the full functionality of the router.;Ahora está preparado para utilizar toda la funcionalidad de su router.;NA;NA;Nun können Sie alle Funktionen Ihrer EasyBox voll nutzen.;You are now ready to use the full functionality of the EasyBox.;Şimdi EasyBox cihazınızın fonksiyonlarını tam olarak kullanabilirsiniz.;Nun können Sie alle Funktionen Ihrer EasyBox voll nutzen.;You are now ready to use the full functionality of the EasyBox.;You are now ready to use the full functionality of the PlusBox.
805003;Skip;Abbrechen;Geç;Skip;Skip;Omitir;NA;NA;Abbrechen;Skip;Geç;Abbrechen;Skip;Skip
805004;Done;OK;Tamam;Done;Done;Hecho;NA;NA;OK;Done;Tamam;OK;Done;Done
805005;Continue;Weiter;Devam;Continue;Continue;Continuar;NA;NA;Weiter;Continue;Devam;Weiter;Continue;Continue
805006;As you skipped the guided activation process, you will have to run it later to activate your LTE SIM card.;Da Sie die geführte LTE-Aktivierung abgebrochen haben, müssen Sie diesen Vorgang später durchführen, um LTE zu aktivieren.;4G etkinleştirme işlemini yarıda kestiniz. Bu işlemi, LTE'yi etkinleştirmek için daha sonra gerçekleştirmeniz şarttır.;As you skipped the guided activation process, you will have to run it later to activate your LTE SIM card.;As you skipped the guided activation process, you will have to run it later to activate your LTE SIM card.;Como se ha saltado el proceso de activación guiada, usted tendrá que ejecutarlo después de activar su tarjeta SIM.;NA;NA;Da Sie die geführte LTE-Aktivierung abgebrochen haben, müssen Sie diesen Vorgang später durchführen, um LTE zu aktivieren.;As you skipped the guided activation process, you will have to run it later to activate your LTE SIM card.;4G etkinleştirme işlemini yarıda kestiniz. Bu işlemi, LTE'yi etkinleştirmek için daha sonra gerçekleştirmeniz şarttır.;Da Sie die geführte LTE-Aktivierung abgebrochen haben, müssen Sie diesen Vorgang später durchführen, um LTE zu aktivieren.;As you skipped the guided activation process, you will have to run it later to activate your LTE SIM card.;As you skipped the guided activation process, you will have to run it later to activate your LTE SIM card.
